,total_pop,avg_age,pop_dens,eld_dep_ratio,total_house,ho_yr_001,ho_yr_002,ho_yr_003,ho_yr_004,ho_yr_005,ho_yr_006,ho_yr_007,ho_yr_008,ho_yr_009,ho_yr_010,ho_yr_011,ho_yr_012,ho_yr_999,ho_gb_001,ho_gb_002,ho_gb_003,ho_gb_004,ho_gb_005,ho_gb_006,ho_gb_999,total_corp,cp_bnu_001,cp_bnu_002,cp_bnu_003,cp_bnu_004,cp_bnu_005,cp_bnu_006,cp_bnu_007,cp_bnu_008,cp_bnu_009,cp_bnu_010,cp_bnu_011,cp_bnu_012,cp_bnu_013,cp_bnu_014,cp_bnu_015,cp_bnu_016,cp_bnu_017,cp_bnu_018,cp_bnu_019,cp_bnu_999,cp_bem_001,cp_bem_002,cp_bem_003,cp_bem_004,cp_bem_005,cp_bem_006,cp_bem_007,cp_bem_008,cp_bem_009,cp_bem_010,cp_bem_011,cp_bem_012,cp_bem_013,cp_bem_014,cp_bem_015,cp_bem_016,cp_bem_017,cp_bem_018,cp_bem_019,cp_bem_999
35050510010001,567,46.8,4098.3,182.4,173,86.0,41.0,28.0,5.0,,,,,,,,,,,162.0,,,11.0,8.0,,94,,,10.0,,,,30.0,,7.0,,,,,,,8.0,11.0,,11.0,,,,13.0,5.0,,20.0,66.0,,9.0,33.0,22.0,,28.0,,65.0,57.0,161.0,23.0,14.0,
35050510010002,513,46.9,3275.2,245.6,191,61.0,36.0,55.0,6.0,7.0,5.0,,5.0,,,,5.0,,15.0,144.0,26.0,,6.0,,,59,,,9.0,,,9.0,20.0,,,,,,,,,,,,7.0,,,,14.0,,,59.0,38.0,,6.0,,18.0,,,,26.0,,7.0,,9.0,
35050510010003,673,48.6,6392.8,306.2,226,102.0,50.0,52.0,,5.0,,,,,,,,,,210.0,,,16.0,7.0,,150,,,8.0,,,,59.0,7.0,24.0,,,,,,,6.0,19.0,,16.0,,,,18.0,,,15.0,117.0,18.0,34.0,,26.0,,,,,9.0,121.0,,23.0,
35050510010004,485,45.3,3440.8,182.3,162,73.0,55.0,21.0,,,,,,,,,,,21.0,127.0,,,14.0,11.0,,100,,,5.0,,,6.0,14.0,,26.0,,,,7.0,5.0,,5.0,8.0,,18.0,,20.0,,11.0,,,29.0,27.0,,36.0,,,12.0,44.0,41.0,59.0,15.0,199.0,,38.0,
35050510010101,577,46.3,50617.9,208.3,215,,,215.0,,,,,,,,,,,,,215.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,
35050510010102,548,41.6,57240.6,111.8,209,,,209.0,,,,,,,,,,,,,209.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,6.0,,,
35050520010001,524,51.7,3681.6,502.9,190,105.0,25.0,36.0,11.0,5.0,,5.0,,,,,,,,174.0,,,16.0,13.0,,162,,,,,,,57.0,,56.0,,,,,,,,,9.0,20.0,,,,6.0,,,,151.0,,171.0,,28.0,,,,,22.0,14.0,11.0,31.0,
35050520010002,651,46.2,4801.7,198.7,201,64.0,63.0,25.0,6.0,,,,,,18.0,19.0,,,26.0,117.0,36.0,,22.0,26.0,,403,,,10.0,,,,224.0,,58.0,,8.0,,,,,19.0,13.0,17.0,42.0,,,,12.0,,,,318.0,,100.0,80.0,83.0,7.0,7.0,,,78.0,62.0,27.0,65.0,
35050520010003,572,49.2,5606.9,272.7,211,106.0,32.0,35.0,22.0,,,,,,,,,,16.0,176.0,,,19.0,6.0,,143,,,10.0,,,5.0,37.0,,30.0,,,8.0,13.0,,,,7.0,,23.0,,,,20.0,,,15.0,60.0,,75.0,,107.0,9.0,45.0,39.0,22.0,5.0,29.0,,43.0,
35050520010004,475,43.5,3899.9,152.5,200,16.0,161.0,14.0,7.0,,,,,,,,,,,41.0,154.0,,5.0,12.0,,128,,,5.0,,,,43.0,,35.0,,,5.0,,,,,9.0,,17.0,,,,8.0,,,16.0,78.0,,69.0,,,6.0,,23.0,,10.0,49.0,,22.0,
35050520010005,348,55.8,3308.5,1236.4,123,49.0,30.0,36.0,,,,,,,,,,,,103.0,,15.0,5.0,8.0,,54,,,,,,,16.0,,17.0,,,,,,,,,,8.0,,,,,,,6.0,30.0,,44.0,11.0,,,11.0,,,10.0,94.0,7.0,33.0,
35050520010006,541,47.6,8884.3,241.4,187,81.0,30.0,65.0,,,,,,,,,,,16.0,133.0,,30.0,8.0,,,97,,,10.0,,,,38.0,,11.0,,,,6.0,,,,9.0,,12.0,,,,15.0,,,8.0,78.0,,19.0,,57.0,,15.0,,,,88.0,,19.0,
35050520010201,302,41.3,15768.0,128.9,143,,143.0,,,,,,,,,,,,,,143.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35050540010001,692,46.3,189.1,241.6,219,29.0,88.0,57.0,25.0,7.0,,,,,,,,,,214.0,,,5.0,19.0,,97,,,22.0,,,10.0,25.0,,11.0,,,,,,,5.0,,,16.0,,,,566.0,,,71.0,57.0,,20.0,,,,6.0,5.0,,97.0,38.0,,62.0,
35050540010101,0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35050540010102,0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35050540010103,0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35050540010104,0,0.0,0.0,0.0,0,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35050540010201,474,37.1,62010.8,46.4,160,,,160.0,,,,,,,,,,,,,160.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,
35050540010202,731,37.0,86206.9,49.3,254,,,254.0,,,,,,,,,,,,,254.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,
35050540010301,425,34.3,59901.0,36.1,154,,,154.0,,,,,,,,,,,,,154.0,,,,,19,,,,,,,,,5.0,,,,,,,,,,5.0,,,,,,,,6.0,,6.0,,,5.0,,,,9.0,,,5.0,
35050540010401,880,50.4,43705.1,383.6,578,,,578.0,,,,,,,,,,,,,578.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,55.0,,,
35050540020001,539,51.0,122.7,445.0,215,68.0,26.0,47.0,21.0,15.0,,,7.0,8.0,9.0,6.0,,,,209.0,,,,14.0,,108,,,23.0,,,10.0,36.0,,25.0,,,,,,,,,,8.0,,,,85.0,,,44.0,114.0,16.0,88.0,,,,,,,,,9.0,25.0,
35050540020002,517,46.9,540.1,204.7,165,69.0,26.0,38.0,6.0,8.0,,,,,,,,,,163.0,,,,21.0,,92,,,6.0,,,,21.0,,37.0,,,,,,,,,8.0,9.0,,,,32.0,,,31.0,46.0,,179.0,,,5.0,,7.0,14.0,,,134.0,23.0,
35050540020101,362,41.5,33407.5,109.6,145,,,145.0,,,,,,,,,,,,,145.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35050550010001,491,49.8,2502.3,387.2,161,77.0,35.0,25.0,7.0,,,,,,,,,,,150.0,,,11.0,8.0,,165,,,5.0,,,,79.0,,41.0,,,,,,,,,,28.0,,,,8.0,,,,190.0,13.0,86.0,,24.0,,6.0,,14.0,,,43.0,34.0,
35050550010002,564,50.7,3487.4,440.0,184,87.0,47.0,32.0,5.0,7.0,,,,,,,,,,161.0,,,21.0,23.0,,464,,,39.0,,,,263.0,,64.0,,,5.0,,,,,17.0,9.0,53.0,,,,63.0,,,12.0,397.0,5.0,138.0,,20.0,6.0,6.0,,,,117.0,16.0,66.0,
35050550010003,458,51.5,2938.3,354.2,171,98.0,24.0,25.0,,,,,,6.0,,,,,,163.0,,,8.0,,,57,,,,,,5.0,19.0,,12.0,,,,,,,,,,6.0,,,,,,,33.0,41.0,,32.0,,,,,,30.0,77.0,48.0,,9.0,
35050550010101,589,45.1,31085.1,155.1,295,,,295.0,,,,,,,,,,,,,295.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35050550020001,447,50.0,395.3,373.7,169,59.0,16.0,47.0,11.0,18.0,,,5.0,,,,,,,160.0,,,9.0,8.0,,77,,,17.0,,,,21.0,,17.0,,,,,,,,,,8.0,,,,59.0,,,,111.0,19.0,36.0,,,,,,,8.0,101.0,8.0,18.0,
35050550020002,363,47.6,1605.4,197.7,135,52.0,,24.0,15.0,9.0,,,,,,11.0,14.0,,,126.0,,,9.0,,,30,,,5.0,,,,16.0,,,,,,,,,,,,,,,,26.0,,,,25.0,,6.0,,,,,,,,,,,
35050550020101,692,31.8,54497.5,16.2,216,,,,,216.0,,,,,,,,,,,216.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35050550020102,454,32.3,34548.3,23.2,136,,,,,136.0,,,,,,,,,,,136.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,5.0,,,
35050550020201,595,34.4,40351.9,18.8,232,,,,,,,,,,,232.0,,,,,232.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
35050550020301,570,38.2,32580.9,55.4,269,,,,,,,269.0,,,,,,,,,269.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,
35050550020302,459,36.5,32497.9,44.8,187,,,,,,,187.0,,,,,,,,,187.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35050550020303,434,40.6,31676.5,95.7,231,,,,,,,231.0,,,,,,,,,231.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,
35050550020304,501,37.1,44096.9,52.3,216,,,,,,,216.0,,,,,,,,,216.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35050560010001,456,53.6,430.2,607.4,192,78.0,22.0,55.0,14.0,7.0,,,5.0,,,,,,,190.0,,,,,,35,,,,,,7.0,13.0,6.0,,,,,,,,,,,5.0,,6.0,,,,,32.0,97.0,127.0,,,,,,,,,22.0,,8.0,
35050560010002,661,46.3,1084.1,389.1,207,45.0,61.0,58.0,14.0,7.0,,,,5.0,,5.0,,,5.0,182.0,,17.0,,,,27,,,,,,,9.0,,,,,,,,,,,,8.0,,,,,,,10.0,23.0,,,,,,,,18.0,59.0,62.0,,9.0,
35050560010003,555,41.0,134.9,300.0,178,61.0,44.0,40.0,10.0,6.0,,7.0,,,,,,,,153.0,24.0,,,,,21,,,,,,6.0,,,,,,,,,,,,,,,,,14.0,,,63.0,7.0,,,,,,,,,50.0,15.0,,5.0,
35050560010101,482,39.8,35195.5,82.4,188,,,188.0,,,,,,,,,,,,,188.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,
35050560010201,454,42.3,29991.8,104.9,167,,,167.0,,,,,,,,,,,,,167.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35050560020001,485,48.2,15744.9,287.2,198,,67.0,127.0,,,,,,,,,,,,12.0,182.0,,,,,44,,,5.0,,,,18.0,,,,,,,,,,,,7.0,,,,9.0,,,,111.0,,7.0,,,5.0,5.0,9.0,,,5.0,,8.0,
35050560020002,555,50.1,2817.7,310.4,216,46.0,69.0,68.0,6.0,,,,,,7.0,9.0,,,,165.0,44.0,,7.0,5.0,,72,,,,,,7.0,24.0,,12.0,,,,,,,,,,16.0,,,,,,,27.0,43.0,47.0,22.0,,33.0,,,,,,8.0,,46.0,
35050560020003,270,38.8,2298.0,80.9,89,10.0,23.0,34.0,,,,,,,,18.0,,,14.0,19.0,46.0,,6.0,6.0,,96,,,11.0,,,,43.0,,12.0,,,,,,,,6.0,,12.0,,,,21.0,,,,87.0,,22.0,,12.0,,,,61.0,9.0,47.0,9.0,20.0,
35050560020201,506,42.7,50780.2,122.2,179,,,179.0,,,,,,,,,,,,,179.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,
35050570010001,680,42.6,139.1,451.7,158,15.0,13.0,107.0,,5.0,,5.0,,,,,,,,155.0,,,,,,13,,,,,,,,,,,,,,,,,,,,,,15.0,5.0,,,32.0,6.0,,,,,,,,,,,,,
35050570020001,347,40.3,493.9,780.0,57,18.0,7.0,15.0,6.0,,,,,,,,,,,53.0,,,,,,38,,,5.0,,,9.0,8.0,,,,,,,,,,,,,,,,15.0,,,95.0,18.0,,8.0,,,,15.0,11.0,13.0,101.0,135.0,10.0,6.0,
35050570020002,566,42.2,34889.7,108.7,220,,,220.0,,,,,,,,,,,,,220.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
35050570020003,578,47.7,1903.4,264.2,193,47.0,77.0,31.0,28.0,,,,,,,,,,23.0,164.0,,,6.0,6.0,,108,,,,,,,20.0,,32.0,,,,,,,8.0,6.0,8.0,20.0,,,,,,,25.0,37.0,,54.0,,50.0,,,27.0,21.0,13.0,25.0,12.0,37.0,
35050570020004,483,49.0,330.0,285.7,158,47.0,36.0,50.0,9.0,6.0,,,,,,,,,,155.0,,,,6.0,,66,,,,,,6.0,33.0,,7.0,,,,,,,,,,10.0,,,,8.0,,,14.0,130.0,37.0,18.0,,,,,,,43.0,,,46.0,
35050570020005,320,54.0,305.0,539.1,128,34.0,38.0,30.0,12.0,5.0,,,,,,,5.0,,,128.0,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,134.0,45.0,98.0,,,
35050570020006,644,45.1,1963.9,194.9,219,65.0,41.0,28.0,6.0,,,,,,,72.0,,,,143.0,71.0,,5.0,23.0,,62,,,,,,,21.0,,9.0,,,,,,,,,,17.0,,,,,49.0,,21.0,43.0,7.0,17.0,,,5.0,,,,,65.0,,25.0,
35050570020201,510,42.1,43810.6,108.7,185,,,185.0,,,,,,,,,,,,,185.0,,,,,11,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,6.0,8.0,,,
35050570020202,686,42.3,65472.3,98.1,251,,,251.0,,,,,,,,,,,,,251.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,
35050570020203,534,42.9,70016.3,127.4,191,,,191.0,,,,,,,,,,,,,191.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,
35050570020501,610,39.6,28834.3,75.0,297,,297.0,,,,,,,,,,,,,,297.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
35050570030001,1153,42.1,121.4,443.1,326,66.0,43.0,170.0,25.0,13.0,,,,,,,,,,226.0,91.0,,9.0,35.0,,135,,,51.0,,,8.0,29.0,6.0,8.0,,,,5.0,,,8.0,,,12.0,,,7.0,562.0,8.0,11.0,32.0,73.0,11.0,13.0,,,16.0,15.0,,,306.0,27.0,,37.0,
35050570040001,698,45.5,6820.6,205.6,208,97.0,47.0,41.0,12.0,,,,,,,,,,,197.0,,,11.0,,,92,,,,,,6.0,24.0,,21.0,,,,,,,7.0,5.0,,16.0,,7.0,,,,,24.0,75.0,,35.0,8.0,71.0,5.0,,,,13.0,25.0,5.0,23.0,
35050570040002,370,47.0,6295.5,241.5,90,,47.0,38.0,,,,,,,,,,,,66.0,,11.0,12.0,6.0,,163,,,,,,13.0,34.0,,45.0,,9.0,,11.0,,,11.0,6.0,,19.0,,,18.0,,,,63.0,86.0,25.0,85.0,6.0,63.0,,34.0,17.0,,50.0,122.0,9.0,53.0,
35050590010001,378,36.5,2578.1,50.0,81,6.0,,,25.0,8.0,,,11.0,8.0,12.0,,,,,78.0,,,,,,71,,,,,,7.0,23.0,,11.0,,,,,,,9.0,,,9.0,,,,7.0,,,51.0,44.0,,35.0,,42.0,8.0,23.0,,,80.0,,,12.0,
35050590010002,342,36.3,3793.8,46.2,85,,,,27.0,14.0,8.0,8.0,10.0,12.0,,,,,,76.0,,,9.0,,,214,,,,,,5.0,39.0,,113.0,,6.0,,,,,8.0,6.0,12.0,18.0,,,,6.0,,,22.0,134.0,,387.0,6.0,185.0,8.0,,,,38.0,30.0,25.0,45.0,
35050590020001,370,37.9,2542.3,57.1,90,10.0,24.0,11.0,19.0,5.0,6.0,6.0,,,,,,,,74.0,,,16.0,8.0,,108,,,,,,7.0,22.0,,24.0,,,,,,,28.0,,,13.0,,,,,31.0,,31.0,32.0,,46.0,,,,,,20.0,43.0,21.0,7.0,20.0,
35050590020002,123,37.8,794.5,40.9,41,7.0,,6.0,20.0,,,,,,,,,,16.0,24.0,,,,,,24,,,,,,,9.0,,,,,,,,,,,,,,,,,,,19.0,21.0,,,,17.0,,,5.0,21.0,,13.0,,9.0,
35050590020003,299,44.7,539.2,145.0,86,25.0,10.0,17.0,14.0,8.0,,,,,,,,,,73.0,,,13.0,14.0,,125,,,5.0,,,10.0,28.0,13.0,22.0,,,,,,,21.0,,,12.0,,,,9.0,,,39.0,80.0,124.0,56.0,,,5.0,7.0,,,55.0,12.0,,25.0,
35050590020101,558,38.1,30495.5,50.9,174,,,,174.0,,,,,,,,,,,,174.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,
35050590020102,501,39.4,47860.0,54.4,165,,,,165.0,,,,,,,,,,,,165.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,
35050590020103,545,40.3,52317.1,64.6,181,,,,181.0,,,,,,,,,,,,181.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,
35050590020201,504,38.8,44259.7,53.9,165,,,,165.0,,,,,,,,,,,,165.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,
35050590020202,665,38.0,50234.5,50.0,208,,,,208.0,,,,,,,,,,,,208.0,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,5.0,,,,
35050590020301,659,34.5,45516.5,26.6,210,,,,210.0,,,,,,,,,,,,210.0,,,,,14,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,7.0,15.0,,,
35050590020302,574,36.9,29322.6,33.3,187,,,,187.0,,,,,,,,,,,,187.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,5.0,,,
35050590020401,608,34.4,53930.6,20.3,201,,,,201.0,,,,,,,,,,,,201.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,
35050590020402,732,30.7,52536.5,15.9,258,,,,258.0,,,,,,,,,,,,258.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
35050590020403,457,36.4,64052.6,28.4,149,,,,149.0,,,,,,,,,,,,149.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35050590030001,364,33.9,715.9,159.4,67,14.0,,23.0,8.0,10.0,,,,,,,,,,61.0,,,6.0,8.0,,72,,,,,,,22.0,,10.0,,,,,,,11.0,,,13.0,,,,6.0,,,31.0,62.0,8.0,29.0,,,12.0,,,,193.0,39.0,,30.0,
35050590030201,514,32.3,42235.7,16.2,181,,,,,,,,,,181.0,,,,,,181.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,
35050590030202,504,31.6,47472.4,11.1,177,,,,,,,,,,177.0,,,,,,177.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35050590030301,467,30.7,30713.4,10.0,166,,,,,,,,,,,,166.0,,,,166.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,5.0,,,,
35050590030401,402,31.4,40533.1,16.9,138,,,,,,,,,,,,138.0,,,,138.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35050590030402,432,31.1,27251.1,10.7,158,,,,,,,,,,,,158.0,,,,158.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35050590030501,532,31.6,50165.7,16.7,159,,,,,,159.0,,,,,,,,,,159.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,
35050590030502,391,31.7,42594.3,15.4,119,,,,,,119.0,,,,,,,,,,119.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35050590040001,649,54.8,62.6,518.0,212,52.0,27.0,74.0,23.0,15.0,,,,,,,7.0,,,210.0,,,,11.0,,29,,,,,,,15.0,,5.0,,,,,,,,,,,,,,6.0,,,,36.0,,15.0,,,,,,,,48.0,,,
35050590050001,420,40.1,5237.2,83.8,95,16.0,9.0,66.0,,,,,,,,,,,,88.0,,,7.0,6.0,,77,,,,,,8.0,14.0,,22.0,,,,,,,9.0,,,12.0,,,,5.0,,,56.0,24.0,,56.0,,11.0,,15.0,,,68.0,7.0,,16.0,
35050590050002,446,40.8,2808.8,88.1,118,13.0,8.0,64.0,5.0,,,,22.0,,,,,,21.0,89.0,,,8.0,5.0,,63,,,,,,,16.0,,16.0,,,,,,,,,,12.0,,,,9.0,,,15.0,28.0,,48.0,,,,7.0,,,98.0,32.0,,19.0,
35050590050003,499,40.6,6054.2,82.2,103,,9.0,91.0,,,,,,,,,,,,95.0,,,8.0,7.0,,124,,,8.0,,,21.0,34.0,,20.0,,,,,9.0,,,,,13.0,,17.0,,21.0,,,193.0,77.0,10.0,45.0,,16.0,6.0,51.0,21.0,,16.0,,,49.0,
35050590050004,564,39.1,6457.6,57.8,109,,9.0,94.0,,,,,,,,,,,,93.0,,,16.0,12.0,,160,,,6.0,,,23.0,35.0,,53.0,,,,5.0,,,,,,22.0,,43.0,,12.0,,,141.0,59.0,,127.0,5.0,18.0,,29.0,30.0,836.0,7.0,6.0,,36.0,
35050590050101,440,36.6,124202.5,49.5,154,,,154.0,,,,,,,,,,,,,154.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
35050590050102,713,36.1,65324.0,41.6,293,,,293.0,,,,,,,,,,,,,293.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
35050590050103,465,36.1,85005.0,36.8,180,,,180.0,,,,,,,,,,,,,180.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35050590050104,511,39.1,41312.1,70.0,214,,,214.0,,,,,,,,,,,,,214.0,,,,,26,,,,,,,,,,,,,,,,9.0,,,9.0,,,,,,,,,,,,5.0,,,,,10.0,15.0,,10.0,
35050590050201,902,41.5,58321.6,93.3,321,,,321.0,,,,,,,,,,,,,321.0,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,7.0,,,
35050590050301,540,40.4,22240.5,85.9,256,,256.0,,,,,,,,,,,,,,256.0,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,6.0,,,,,,,,
35050590060001,448,48.7,190.1,313.9,165,44.0,22.0,49.0,10.0,10.0,,,,5.0,15.0,,,,,149.0,12.0,,,16.0,,78,,,8.0,,,9.0,30.0,,,,,,,,,,,,11.0,,,,29.0,,,56.0,77.0,6.0,6.0,,,,28.0,9.0,204.0,9.0,334.0,,18.0,
35060110010001,592,51.6,1443.3,891.3,237,78.0,45.0,89.0,14.0,,,,,,,,,,,185.0,42.0,,10.0,15.0,,150,,,11.0,,,,44.0,,33.0,,,,,,,,7.0,7.0,29.0,,14.0,,19.0,,,6.0,78.0,5.0,62.0,13.0,28.0,,,,23.0,43.0,37.0,16.0,41.0,
35060110010002,604,60.3,72.8,1192.0,298,138.0,48.0,61.0,22.0,9.0,,,5.0,,,,,,,295.0,,,,6.0,,11,,,,,,,,,,,,,,,,,,,,,5.0,,6.0,,,,,,,,,,,,,,,,6.0,
35060110010003,614,46.9,502.9,167.9,249,29.0,9.0,85.0,117.0,5.0,,,,,,,,,,143.0,106.0,,,11.0,,39,,,16.0,,,,7.0,,,,,,,,,,,,,,,,493.0,,,20.0,23.0,,,,,,7.0,,18.0,54.0,,,7.0,
35060110010004,472,57.6,60.8,963.2,224,109.0,29.0,51.0,11.0,13.0,,,,,,,,,,223.0,,,,16.0,,38,,,21.0,,,,,,,,,,,,,,,,,,,,287.0,,,,,,13.0,,,,,,,,10.0,,,
35060110010005,495,49.7,74.0,327.9,226,69.0,20.0,42.0,78.0,9.0,,,,,,,,,,160.0,65.0,,,,,34,,,7.0,,,,7.0,,5.0,,,,,,,,,,6.0,,13.0,,14.0,,7.0,5.0,18.0,,15.0,,,,,,,34.0,,,11.0,
35060310010001,544,55.9,140.1,879.2,237,135.0,33.0,47.0,9.0,9.0,,,,,,,,,,233.0,,,,5.0,,51,,,9.0,,,,16.0,,6.0,,,,,,,,,,5.0,,7.0,,19.0,,,,24.0,,10.0,,6.0,,,,28.0,45.0,11.0,,5.0,
35060310020001,653,59.3,52.8,1037.9,312,166.0,39.0,71.0,13.0,10.0,,,5.0,,,,,,,312.0,,,,9.0,,16,,,,,,,6.0,,,,,,,,,,,,,,6.0,,17.0,,,,18.0,,,,,,,,,,,,,
35060310030001,498,59.5,95.0,937.0,212,123.0,31.0,41.0,,7.0,,,,,,,,,,212.0,,,,6.0,,21,,,5.0,,,,,,,,,,,,,,,,,,,,18.0,,,70.0,6.0,5.0,5.0,,,,,,,,16.0,6.0,5.0,
35060310040001,349,59.3,48.7,1073.3,164,115.0,18.0,21.0,,,,,,,,,,,,164.0,,,,,,12,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,
35060310050001,439,59.2,56.1,952.4,202,119.0,25.0,33.0,9.0,11.0,,,,,,,,,,202.0,,,,7.0,,10,,,,,,,,,,,,,,,,,,,,,5.0,,21.0,,,,18.0,,,,,,,,,,,,,
35060320010001,531,54.5,66.9,512.2,218,82.0,29.0,81.0,9.0,7.0,,,,,,,,,,218.0,,,,19.0,,34,,,14.0,,,,8.0,,,,,,,,,,,,,,,,317.0,,5.0,,21.0,,,,,,36.0,,,,,,11.0,
35060320020001,504,55.9,60.8,733.3,220,79.0,23.0,68.0,14.0,12.0,,,,,10.0,,,,,219.0,,,,17.0,,88,,,28.0,,,,12.0,,13.0,,,,6.0,,,,,,9.0,,,,482.0,,8.0,,79.0,12.0,29.0,,14.0,6.0,44.0,,35.0,31.0,,,26.0,
35060320020002,642,56.4,83.8,744.4,293,112.0,44.0,81.0,17.0,12.0,8.0,,,,,5.0,,,,293.0,,,,10.0,,15,,,,,,,,,,,,,,,,,,,5.0,,,,16.0,,,,7.0,,10.0,,,,,,,,,,13.0,
35060320030001,572,56.9,104.1,781.3,258,107.0,43.0,61.0,15.0,17.0,,,,,,,,,,258.0,,,,11.0,,19,,,,,,,7.0,,,,,,,,,,,,,,,,13.0,,,,60.0,,5.0,,,,,,,5.0,,,62.0,
