,total_pop,avg_age,pop_dens,eld_dep_ratio,total_house,ho_yr_001,ho_yr_002,ho_yr_003,ho_yr_004,ho_yr_005,ho_yr_006,ho_yr_007,ho_yr_008,ho_yr_009,ho_yr_010,ho_yr_011,ho_yr_012,ho_yr_013,ho_yr_999,ho_gb_001,ho_gb_002,ho_gb_003,ho_gb_004,ho_gb_005,ho_gb_006,ho_gb_999,total_corp,cp_bnu_001,cp_bnu_002,cp_bnu_003,cp_bnu_004,cp_bnu_005,cp_bnu_006,cp_bnu_007,cp_bnu_008,cp_bnu_009,cp_bnu_010,cp_bnu_011,cp_bnu_012,cp_bnu_013,cp_bnu_014,cp_bnu_015,cp_bnu_016,cp_bnu_017,cp_bnu_018,cp_bnu_019,cp_bnu_999,cp_bem_001,cp_bem_002,cp_bem_003,cp_bem_004,cp_bem_005,cp_bem_006,cp_bem_007,cp_bem_008,cp_bem_009,cp_bem_010,cp_bem_011,cp_bem_012,cp_bem_013,cp_bem_014,cp_bem_015,cp_bem_016,cp_bem_017,cp_bem_018,cp_bem_019,cp_bem_999
35060430020008,560,52.5,138.6,444.4,241,61.0,11.0,49.0,23.0,20.0,19.0,36.0,,5.0,6.0,,,,,,236.0,,,5.0,,,36,,,,,,,5.0,,22.0,,,,,,,,,,6.0,,,,,,,,8.0,,46.0,,,,,,,15.0,,,12.0,
35060440010001,561,55.5,64.6,664.7,274,39.0,30.0,37.0,37.0,45.0,33.0,32.0,10.0,,,,,,,,274.0,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,11.0,,,,13.0,,,,,
35060440010002,346,59.5,75.9,1106.7,167,20.0,14.0,23.0,32.0,24.0,29.0,17.0,,,,,,,,,167.0,,,,,,21,,,,,,,8.0,,,,,,,,,,,,,,,,5.0,,,,11.0,,,,,,,,,10.0,,,,
35060440010003,427,54.9,22.8,628.6,206,11.0,11.0,33.0,49.0,38.0,32.0,15.0,7.0,,,,,,,,206.0,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35060440010004,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35060510010001,429,48.0,4257.9,313.5,152,,,27.0,83.0,15.0,19.0,,,,,,,,,,118.0,,33.0,,,,79,,,,,,,29.0,,12.0,,,6.0,,,,,,,16.0,,,,6.0,,,6.0,80.0,,29.0,,,8.0,,,,9.0,26.0,,25.0,
35060510020001,387,40.1,1345.9,85.7,124,8.0,6.0,5.0,6.0,93.0,,,,,,,,,,,32.0,91.0,,,,,40,,,,,,11.0,9.0,,8.0,,,,,,,,,5.0,,,,,,,,70.0,22.0,,20.0,,,,,,,,6.0,6.0,5.0,
35060510020301,2,52.0,124.2,0.0,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35060510020302,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35060510030001,572,40.4,6199.5,89.6,204,,,22.0,15.0,108.0,5.0,33.0,17.0,,,,,,,29.0,51.0,124.0,,,,,37,,,,,,,12.0,,,,,,,,,,,,7.0,,,,6.0,,,,26.0,,10.0,,7.0,,27.0,8.0,753.0,6.0,,,14.0,
35060510040001,775,42.7,1465.7,122.4,273,15.0,7.0,10.0,23.0,193.0,7.0,,,,,,14.0,,,,75.0,172.0,26.0,,,,87,,,7.0,,,,28.0,,12.0,,,5.0,6.0,,,,,5.0,15.0,,,,45.0,,,27.0,53.0,,31.0,,,6.0,35.0,,13.0,,112.0,11.0,29.0,
35060510040101,110,36.1,8188.4,36.4,37,,,,,,,,,,,,37.0,,,,,37.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35060510040102,772,31.9,58757.4,20.3,229,,,,,,,,,,,,229.0,,,,,229.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
35060510050001,741,71.2,219.8,3681.3,273,13.0,5.0,15.0,,12.0,9.0,143.0,,,,,72.0,,,,59.0,212.0,,,9.0,,87,,,34.0,,,6.0,19.0,,11.0,,,,,,,,,,5.0,,,,549.0,8.0,6.0,32.0,44.0,,36.0,,,,,50.0,,,213.0,99.0,23.0,
35060510060001,958,45.2,174.4,234.9,378,36.0,36.0,53.0,59.0,31.0,119.0,27.0,9.0,,,,,,,,295.0,81.0,,,,,122,,,16.0,,,10.0,41.0,5.0,25.0,,,,,,,5.0,,,14.0,,,,100.0,,,29.0,103.0,52.0,65.0,39.0,,,,19.0,7.0,217.0,114.0,,30.0,
35060510070001,234,39.3,1843.8,55.3,69,,,5.0,6.0,,19.0,28.0,6.0,,,,,,,,63.0,,,6.0,,,101,,,11.0,,,9.0,23.0,,24.0,,,,,,,,,,14.0,,,,72.0,,,57.0,57.0,,62.0,84.0,85.0,,7.0,,,21.0,,,26.0,
35060510070002,181,34.0,3864.3,25.0,46,,,,,,11.0,18.0,,,,,,,,,42.0,,,,,,69,,,,,,5.0,9.0,,38.0,,,,,,,,,,9.0,,,,6.0,,,14.0,19.0,,60.0,,,,,,,,,,10.0,
35060510070003,232,40.0,4824.1,68.6,74,,,7.0,7.0,12.0,20.0,22.0,,,,,,,,,70.0,,,,,,51,,,,,,8.0,12.0,,9.0,,,,,,,,5.0,,8.0,,,,,,,55.0,21.0,,22.0,,7.0,,,,,,30.0,,31.0,
35060510070004,206,36.5,1910.3,34.4,53,,,,26.0,,11.0,8.0,,,,,,,,,24.0,,23.0,6.0,,,119,,,,,,7.0,24.0,,25.0,,7.0,6.0,,,,9.0,13.0,6.0,14.0,,,,5.0,,,23.0,89.0,12.0,54.0,,188.0,11.0,,13.0,,68.0,82.0,12.0,32.0,
35060510070005,378,35.4,5335.7,30.1,116,,,,73.0,,11.0,16.0,,,,,,,,,37.0,73.0,,6.0,,,45,,,,,,9.0,8.0,,13.0,,,,,,,,5.0,,,,,,,,,36.0,13.0,,27.0,,,,,,80.0,,22.0,23.0,,
35060510080001,470,46.1,3280.4,166.7,188,8.0,11.0,21.0,80.0,18.0,17.0,15.0,7.0,,,,,,,,104.0,,52.0,32.0,,,425,,,17.0,,,,251.0,,55.0,,,,,,,11.0,19.0,8.0,48.0,,,,35.0,,,5.0,485.0,5.0,133.0,,76.0,,,,,44.0,164.0,14.0,61.0,
35060510080002,577,46.7,4503.6,212.1,215,12.0,10.0,60.0,70.0,34.0,10.0,11.0,,,,,,,,,183.0,,25.0,7.0,,,180,,,12.0,,,,84.0,,24.0,,,5.0,7.0,,,,13.0,,25.0,,,,22.0,,,27.0,177.0,,74.0,,15.0,9.0,11.0,,,,107.0,,57.0,
35060510080003,637,55.6,4165.3,507.5,170,,7.0,97.0,34.0,14.0,8.0,6.0,,,,,,,,,151.0,,15.0,,,,107,,,,,,,42.0,,7.0,,,8.0,,,,22.0,7.0,,6.0,,,,,,,,94.0,,15.0,,47.0,18.0,6.0,12.0,,167.0,173.0,7.0,13.0,
35060510080101,436,42.9,63576.0,125.5,156,,,,,155.0,,,,,,,,,,,,155.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35060510090001,579,42.3,3143.3,106.9,198,,12.0,19.0,71.0,15.0,24.0,11.0,14.0,10.0,13.0,,,,,,161.0,,29.0,8.0,,,243,,,10.0,,,6.0,106.0,,51.0,,,,,,,10.0,9.0,8.0,30.0,,,,14.0,,,18.0,180.0,,104.0,,34.0,,19.0,,,27.0,34.0,17.0,59.0,
35060510090002,640,43.5,4703.9,130.4,225,,12.0,37.0,138.0,19.0,6.0,6.0,,,,,,,,,138.0,,82.0,5.0,,,181,,,10.0,,,,47.0,,42.0,,5.0,,11.0,,,18.0,5.0,,30.0,,,,15.0,,,8.0,130.0,,88.0,40.0,31.0,,27.0,13.0,,50.0,171.0,28.0,47.0,
35060520010001,573,44.9,5369.5,184.5,205,8.0,13.0,38.0,94.0,17.0,12.0,20.0,,,,,,,,,130.0,59.0,16.0,,,,30,,,,,,,10.0,,,,,,,,,,,,10.0,,,,7.0,,,,12.0,,6.0,,,,,,,,,,13.0,
35060520010002,438,47.0,2331.1,235.8,165,17.0,16.0,36.0,46.0,19.0,16.0,9.0,,,,,,,,,161.0,,,,,,83,,,,,,8.0,26.0,,13.0,,,,,,,,,,15.0,,,,6.0,,,42.0,38.0,7.0,20.0,,7.0,,13.0,,23.0,44.0,6.0,,15.0,
35060520010003,745,37.7,20939.8,57.6,271,,,15.0,124.0,124.0,,,,,,,,,,,30.0,120.0,119.0,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,
35060520010004,376,44.6,4634.2,207.3,121,6.0,13.0,18.0,41.0,17.0,6.0,18.0,,,,,,,,,88.0,,32.0,,,,50,,,,,,5.0,12.0,,5.0,,,,,,,,,,15.0,,103.0,,13.0,,,13.0,19.0,,9.0,5.0,,,,,20.0,6.0,,,74.0,
35060520010101,9,38.7,1101.6,33.3,1,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,
35060520010301,467,40.9,50098.0,108.5,170,,,,,170.0,,,,,,,,,,,,170.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,5.0,,,,,,,,
35060520020001,491,40.4,1109.9,278.6,149,16.0,16.0,29.0,33.0,20.0,12.0,16.0,,,,,,,,,148.0,,,,,,24,,,,,,,,,,,,,,,,,,,7.0,,,,,,,12.0,8.0,,8.0,,,,,,,125.0,9.0,,12.0,
35060520020101,398,34.1,49228.1,30.5,121,,,,,,,121.0,,,,,,,,,,121.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
35060520030001,514,43.2,3515.0,153.0,226,25.0,16.0,20.0,20.0,126.0,6.0,9.0,,,,,,,,,106.0,119.0,,,,,63,,,,,,,19.0,,10.0,,,,,,,9.0,,,11.0,,,,6.0,,,,36.0,6.0,24.0,,,7.0,,,,66.0,25.0,,12.0,
35060520030002,531,44.6,3615.2,187.1,176,16.0,16.0,31.0,39.0,20.0,32.0,6.0,,,,,,,,17.0,155.0,,,,,,67,,,,,,6.0,17.0,,5.0,,,,,,,6.0,,,15.0,,,,5.0,,6.0,51.0,49.0,,14.0,,,,12.0,5.0,123.0,51.0,32.0,7.0,78.0,
35060520030003,428,34.7,4892.9,36.8,146,5.0,,,5.0,115.0,13.0,,,,,,,,,,20.0,113.0,12.0,,,,60,,,,,,,,,16.0,,,,,,,10.0,,,12.0,,60.0,,,48.0,,11.0,17.0,,45.0,,12.0,,7.0,,,29.0,28.0,18.0,16.0,
35060520030004,349,36.7,3287.4,68.6,79,,,10.0,,7.0,15.0,12.0,,,,9.0,6.0,,,,75.0,,,,,,133,,,7.0,,,6.0,14.0,,52.0,,,,,,,18.0,7.0,10.0,15.0,,,,16.0,,,20.0,67.0,,132.0,,25.0,,,,28.0,119.0,58.0,15.0,21.0,
35060520030101,866,29.0,133728.5,19.7,296,,,,,,,296.0,,,,,,,,,,296.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35060520030102,774,29.5,114406.4,16.3,259,,,,,,,259.0,,,,,,,,,,259.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35060520030103,466,32.4,133830.4,32.8,155,,,,,,,155.0,,,,,,,,,,155.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35060520030104,786,29.6,81393.3,21.5,267,,,,,,,267.0,,,,,,,,,,267.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,
35060520030105,656,28.9,74824.2,15.0,210,,,,,,,210.0,,,,,,,,,,210.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35060520030201,699,32.5,56999.2,26.5,230,,,,,230.0,,,,,,,,,,,,230.0,,,,,18,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,9.0,5.0,,,
35060520030202,699,33.8,108653.4,31.7,236,,,,,236.0,,,,,,,,,,,,236.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,6.0,,,
35060520030401,796,38.3,31354.3,60.8,366,,,,,366.0,,,,,,,,,,,,366.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
35060520030501,444,41.2,48050.1,115.5,155,,,,,155.0,,,,,,,,,,,,155.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35060520030801,492,31.9,81445.6,23.2,140,,,,,,,140.0,,,,,,,,,,140.0,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,6.0,,,,,10.0,,,
35060520030802,424,37.4,52870.6,56.0,129,,,,,,,129.0,,,,,,,,,,129.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35060520030901,2,76.5,189.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35060520040001,918,55.8,110.4,684.2,450,30.0,56.0,111.0,71.0,56.0,80.0,32.0,,,,,,,,,448.0,,,,,,21,,,7.0,,,,5.0,,,,,,,,,,,,8.0,,,,22.0,,,,7.0,,,,,,,,,,,,18.0,
35060520050001,385,51.2,311.1,362.2,159,11.0,9.0,9.0,16.0,39.0,26.0,14.0,,9.0,10.0,7.0,6.0,,,,159.0,,,,,,29,,,,,,,8.0,,,,,,,,,,,,8.0,,,,6.0,,,5.0,11.0,22.0,8.0,,,,,,,,,,19.0,
35060520060001,935,53.1,78.3,497.2,425,36.0,43.0,64.0,59.0,75.0,80.0,39.0,11.0,,5.0,,,,,,419.0,,,6.0,6.0,,94,,,37.0,,,11.0,18.0,8.0,5.0,,,,,,,,,,5.0,,,,647.0,,6.0,68.0,67.0,96.0,12.0,,,,5.0,8.0,,17.0,10.0,,7.0,
35060540010001,43,42.6,155.9,100.0,13,,,6.0,,,,,,,,,,,,,11.0,,,,,,51,,,,,,,12.0,,14.0,,,,,,,6.0,,,8.0,,,,20.0,,,,25.0,29.0,32.0,,32.0,,,,,86.0,12.0,,21.0,
35060540020001,80,35.7,2060.1,35.7,29,,,,29.0,,,,,,,,,,,,,29.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,72.0,,5.0,
35060540020101,1187,31.2,83040.3,26.6,422,,,,,,422.0,,,,,,,,,,,422.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,
35060540020102,1205,32.1,50514.3,29.2,448,,,,,,448.0,,,,,,,,,,,448.0,,,,,28,,,,,,,8.0,,,,,,,,,8.0,,,5.0,,,,,,,,14.0,,,,,,,,,17.0,21.0,11.0,5.0,
35060540020201,1338,32.1,58000.1,27.6,434,,,,,,434.0,,,,,,,,,,,434.0,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35060540020301,886,48.4,32128.3,300.0,553,,,,,552.0,,,,,,,,,,,,552.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,15.0,,,
35060540020401,790,32.7,46141.5,23.6,260,,,,,,260.0,,,,,,,,,,,260.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,
35060540020402,729,32.5,50091.8,29.7,232,,,,,,232.0,,,,,,,,,,,232.0,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,5.0,,,
35060540020501,425,41.1,32654.8,104.1,199,,,,,199.0,,,,,,,,,,,,199.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,
35060540030001,406,48.4,799.5,313.3,167,,,12.0,52.0,36.0,26.0,22.0,,,,,,8.0,,6.0,160.0,,,,,,123,,,,,,,54.0,,25.0,,,,,,,,9.0,6.0,14.0,,,,,,,33.0,191.0,8.0,71.0,,43.0,,,,18.0,11.0,44.0,15.0,24.0,
35060540030101,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35060540030102,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35060540030301,766,33.0,38558.5,28.0,313,,,,,,,,,,,,,313.0,,,,313.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,9.0,,,,,7.0,,,
35060540030401,607,32.1,50744.6,17.9,192,,,,,,,192.0,,,,,,,,,,192.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,7.0,,,
35060540030402,654,30.5,58897.5,17.2,196,,,,,,,196.0,,,,,,,,,,196.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
35060540030501,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35060540030502,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35060540040001,524,53.7,80.1,515.0,242,40.0,23.0,54.0,34.0,33.0,15.0,20.0,6.0,,7.0,5.0,,,,,242.0,,,,,,166,5.0,,58.0,,,18.0,35.0,5.0,18.0,,,,,,,,,,14.0,,82.0,,1392.0,,6.0,84.0,203.0,53.0,51.0,,,,23.0,33.0,,13.0,,11.0,50.0,
35060540040101,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35060540050001,544,50.7,95.0,400.0,215,37.0,25.0,40.0,20.0,25.0,27.0,23.0,,,5.0,,,,,,214.0,,,,,,33,,,7.0,,,,13.0,,,,,,,,,,,,,,7.0,,61.0,,,16.0,37.0,,,,,,,,,,11.0,,24.0,
35060540050002,351,36.5,375.4,240.9,73,14.0,5.0,8.0,8.0,12.0,11.0,7.0,,,,,,,,,71.0,,,,,,26,,,9.0,,,,5.0,,,,,,,,,,,,,,,,54.0,,,33.0,9.0,,13.0,,,,,,,69.0,,,,
35060580010001,538,54.4,88.7,541.5,247,38.0,49.0,48.0,30.0,12.0,30.0,30.0,,,,,,,,,245.0,,,,,,20,,,6.0,,,,,,,,,,,,,,,,5.0,,,,68.0,,,,7.0,,,,,,,,,,17.0,,6.0,
35060580010002,426,51.8,192.6,416.2,178,51.0,14.0,28.0,15.0,24.0,26.0,14.0,,,,,,,,,173.0,,,5.0,,,84,,,,,,,35.0,8.0,7.0,,,,,,,,,,15.0,,8.0,,11.0,12.0,,,94.0,155.0,13.0,,,,,,287.0,29.0,42.0,,52.0,
35060580020001,729,39.8,2320.7,81.8,277,,,5.0,6.0,263.0,,,,,,,,,,,15.0,261.0,,,,,62,,,6.0,,,7.0,23.0,,10.0,,,,,,,,,,8.0,,,,7.0,,,39.0,35.0,,16.0,,,,,11.0,7.0,24.0,7.0,,11.0,
35060580020002,637,42.9,5135.6,134.2,237,,8.0,31.0,55.0,108.0,9.0,,,,,,17.0,,,,106.0,115.0,15.0,,,,11,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,
35060580020101,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35060580030001,806,53.5,88.9,575.0,358,66.0,38.0,45.0,63.0,50.0,54.0,23.0,6.0,,,,,,,,356.0,,,,,,86,,,29.0,,,8.0,25.0,,5.0,,,,,,,,,,11.0,,,,327.0,,27.0,35.0,117.0,,9.0,,,,,,,7.0,,,17.0,
35060580040001,646,48.8,1722.9,336.5,250,31.0,26.0,42.0,63.0,42.0,19.0,12.0,,6.0,,,,,,,222.0,,20.0,8.0,,,117,,,6.0,,,6.0,30.0,,33.0,,,,,,,,6.0,,25.0,,,,7.0,,,10.0,48.0,,50.0,,,,,,17.0,,61.0,11.0,31.0,
35060580040101,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,5.0,,,
35060580040102,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35060580050001,465,53.2,137.7,600.0,218,31.0,24.0,36.0,32.0,40.0,31.0,12.0,,,,,,,,,217.0,,,,,,35,,,,,,,12.0,,5.0,,,,,,,,,,5.0,,,,,,,35.0,22.0,,13.0,,8.0,8.0,,,,,72.0,,11.0,
35060580050002,570,55.1,90.5,723.5,261,40.0,24.0,43.0,49.0,43.0,24.0,26.0,,,,8.0,,,,,259.0,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,
35510110010001,327,53.6,176.0,381.1,94,14.0,5.0,9.0,27.0,20.0,7.0,6.0,,,,,,,,,89.0,,,5.0,,,200,,,17.0,,,,93.0,,36.0,,,,,,,,15.0,,20.0,,,,30.0,,,9.0,206.0,11.0,77.0,,31.0,,,16.0,,,157.0,,22.0,
35510110020001,351,48.7,133.1,309.7,129,8.0,10.0,10.0,16.0,16.0,46.0,8.0,,,,6.0,,,,,128.0,,,,,,27,,,,,,,10.0,,,,,5.0,,,,,,,,,,,14.0,,,,19.0,6.0,6.0,,,9.0,,,,,,,,
35510110020301,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35510110020302,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35510110030001,472,43.4,4402.4,250.0,129,23.0,13.0,13.0,22.0,22.0,19.0,10.0,,,,,,,,,119.0,,,10.0,,,171,,,14.0,,,,66.0,,28.0,,,,,8.0,,,,,31.0,,,,20.0,,,,100.0,,59.0,53.0,,7.0,17.0,29.0,,10.0,25.0,8.0,40.0,
35510110030002,77,34.7,1112.6,52.6,20,,,,,6.0,,,,,,,,,,,17.0,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,6.0,,,,,,,,,,,
35510110030003,671,39.8,3270.0,85.1,214,6.0,,,12.0,174.0,11.0,5.0,,,,,,,,,43.0,170.0,,,,,85,,,5.0,,,,19.0,,25.0,,,6.0,,,,12.0,,,11.0,,,,24.0,,,,51.0,7.0,53.0,,,12.0,12.0,,,63.0,12.0,,18.0,
35510110030004,407,44.3,1112.1,202.4,125,16.0,20.0,19.0,19.0,13.0,18.0,13.0,,,,,,,,,124.0,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,7.0,,,,,50.0,,27.0,16.0,,9.0,
35510110030005,502,34.5,2874.5,294.7,91,,,19.0,26.0,12.0,17.0,11.0,,,,,,,,,88.0,,,,,,34,,,,,,,,,19.0,,,9.0,,,,,,,,,,,,,,,7.0,,50.0,,,18.0,,,,,,,,
35510110030006,530,33.7,7409.3,212.0,96,,9.0,9.0,25.0,11.0,21.0,6.0,8.0,,,,,,,,89.0,,,7.0,,,68,,,,,,,7.0,,36.0,,,7.0,,,,,,9.0,5.0,,,,,,,,13.0,,87.0,,,13.0,,,,,,15.0,6.0,
35510110030007,479,49.5,180.2,318.8,191,12.0,44.0,36.0,24.0,21.0,29.0,16.0,5.0,,,,,,,,191.0,,,,,,43,,,,,,,9.0,13.0,,,,,,,,,,,8.0,,,,33.0,,,8.0,17.0,103.0,5.0,,,,,,,33.0,162.0,9.0,27.0,
35510110030301,930,35.8,93294.3,49.2,456,,,,,,456.0,,,,,,,,,,,456.0,,,,,16,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,10.0,,,10.0,,,,,29.0,,,
35510110030401,970,32.1,61705.6,27.3,391,,,,,,391.0,,,,,,,,,,,391.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,
35510110030501,577,33.5,89613.7,35.1,238,,,,,,,,238.0,,,,,,,,,238.0,,,,,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
35510110030502,795,30.9,51052.6,21.1,278,,,,,,,,278.0,,,,,,,,,278.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,9.0,,,
35510110040001,454,50.5,238.0,347.8,172,8.0,20.0,23.0,11.0,14.0,45.0,29.0,8.0,,,,,,,,171.0,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,135.0,,,,,24.0,7.0,,,,,61.0,,,,,,
35510110050001,424,35.5,7036.3,192.6,79,5.0,5.0,12.0,13.0,6.0,23.0,7.0,5.0,,,,,,,,78.0,,,,,,39,,,,,,,,,7.0,,,18.0,,,,,,,5.0,,,,,,,,10.0,,15.0,,,33.0,,,,,14.0,6.0,7.0,
35510110050002,380,46.1,93.1,345.2,135,6.0,9.0,19.0,26.0,29.0,25.0,17.0,,,,,,,,,135.0,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,
35510110050003,606,41.3,9267.6,140.8,188,13.0,,17.0,62.0,80.0,,8.0,,,,,,,,,92.0,70.0,26.0,,,,14,,,,,,,,,,,,,,,,,,,5.0,,,,5.0,,,,,,,,,,,,,,,,6.0,
35510110050004,411,47.1,2926.8,236.0,134,13.0,12.0,28.0,25.0,19.0,21.0,9.0,,,,,,,,,133.0,,,,,,76,,,,,,,17.0,,16.0,,,,,,,10.0,,,13.0,,,,,,,9.0,41.0,,34.0,,6.0,,,5.0,51.0,17.0,28.0,,17.0,
35510110050005,403,36.8,600.1,235.5,96,10.0,17.0,13.0,19.0,16.0,8.0,9.0,,,,,,,,,96.0,,,,,,22,,,,,,,,,,,,,,,,,,,6.0,,,,,,,12.0,10.0,,20.0,,,,,,,151.0,36.0,,9.0,
35510110050006,454,39.8,3247.6,319.4,121,,9.0,16.0,44.0,13.0,20.0,12.0,,,,,,,,,110.0,,10.0,,,,17,,,,,,,7.0,,,,,,,,,,,,,,,,7.0,,,,13.0,,,,,,,,,,9.0,,7.0,
35510110050007,573,41.3,2932.4,106.7,219,,14.0,12.0,17.0,93.0,68.0,5.0,,,,,,,,,71.0,148.0,,,,,20,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,21.0,12.0,,,,,,,,,,,6.0,
35510110050008,1374,20.1,3619.8,0.0,1,,,,,,,,,,,,,,,,,,,,5.0,,34,,,,,,,8.0,,8.0,,,,,,,8.0,,,,,,,14.0,,,,10.0,,25.0,,9.0,,,63.0,,991.0,15.0,,,
35510110050201,736,38.8,85449.0,67.7,255,,,,,,255.0,,,,,,,,,,,255.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
