,total_pop,avg_age,pop_dens,eld_dep_ratio,total_house,ho_yr_001,ho_yr_002,ho_yr_003,ho_yr_004,ho_yr_005,ho_yr_006,ho_yr_007,ho_yr_008,ho_yr_009,ho_yr_010,ho_yr_011,ho_yr_012,ho_yr_013,ho_yr_014,ho_yr_015,ho_yr_999,ho_gb_001,ho_gb_002,ho_gb_003,ho_gb_004,ho_gb_005,ho_gb_006,ho_gb_999,total_corp,cp_bnu_001,cp_bnu_002,cp_bnu_003,cp_bnu_004,cp_bnu_005,cp_bnu_006,cp_bnu_007,cp_bnu_008,cp_bnu_009,cp_bnu_010,cp_bnu_011,cp_bnu_012,cp_bnu_013,cp_bnu_014,cp_bnu_015,cp_bnu_016,cp_bnu_017,cp_bnu_018,cp_bnu_019,cp_bem_001,cp_bem_002,cp_bem_003,cp_bem_004,cp_bem_005,cp_bem_006,cp_bem_007,cp_bem_008,cp_bem_009,cp_bem_010,cp_bem_011,cp_bem_012,cp_bem_013,cp_bem_014,cp_bem_015,cp_bem_016,cp_bem_017,cp_bem_018,cp_bem_019,cp_bem_999
35510340020001,401,51.0,350.2,407.1,127,14.0,15.0,45.0,15.0,13.0,,,,,,,7.0,,,,,,116.0,,,11.0,7.0,,61,,,6.0,,,,13.0,,11.0,,,,,,,7.0,,,,,,13.0,,,32.0,48.0,11.0,25.0,,12.0,7.0,,,29.0,45.0,12.0,,,
35510340020002,600,51.1,142.1,315.5,223,47.0,14.0,75.0,13.0,29.0,,5.0,,5.0,7.0,,5.0,9.0,,,,11.0,210.0,,,,5.0,,30,,,,,,,,,6.0,,,,,,,,,,7.0,,,10.0,,,7.0,9.0,,15.0,,6.0,,11.0,,9.0,23.0,22.0,,12.0,
35510340030001,529,53.2,51.4,389.6,209,56.0,17.0,65.0,19.0,14.0,5.0,,5.0,6.0,,,,9.0,,,,,209.0,,,,7.0,,14,,,,,,,,,,,,,,,,,,,5.0,24.0,,8.0,,,,,,,,,,,,,,18.0,,8.0,
35510340030002,351,49.4,54.6,310.7,115,11.0,5.0,25.0,17.0,12.0,,,,6.0,6.0,,10.0,6.0,,,,,107.0,,,8.0,7.0,,44,,,6.0,,,,13.0,,15.0,,,,,,,,,,,,23.0,34.0,,,,22.0,,87.0,,,,,,,15.0,,,6.0,
35510340030003,507,55.6,112.2,873.9,138,27.0,31.0,23.0,15.0,13.0,,,,5.0,5.0,,,,,,,,136.0,,,,6.0,,22,,,,,,,5.0,,6.0,,,,,,,,,,,,,63.0,,,,14.0,,15.0,,,,,,,23.0,58.0,,6.0,
35510340030004,573,36.5,533.8,173.3,125,6.0,10.0,85.0,5.0,5.0,,,,,,,,,,,,,124.0,,,,5.0,,13,,,,,,,5.0,,,,,,,,,,,,,,,9.0,,,,8.0,,,,,,,,,104.0,,,,
35510340030005,548,52.7,42.7,494.3,208,49.0,28.0,52.0,15.0,21.0,,,,10.0,,5.0,9.0,,,,,,204.0,,,,18.0,,54,,,20.0,,,,14.0,,14.0,,,,,,,,,,,5.0,,162.0,,,12.0,80.0,,31.0,,,,,,,,,,,
35510340030006,544,54.8,46.4,781.8,122,11.0,20.0,26.0,17.0,9.0,,,,,17.0,,,,,,,,112.0,,9.0,,18.0,,45,,,,,,,,,27.0,,,,,,,,,,8.0,,,,,,,,,83.0,,,,,,,,50.0,5.0,27.0,
35510340030007,304,70.3,398.6,1661.5,33,6.0,5.0,12.0,,,,,,,,,,,,,,,33.0,,,,6.0,,18,,,6.0,,,,,,,,,,,,,,6.0,,,,,41.0,,,8.0,10.0,,,,,,,,,,393.0,,,
35510340040001,613,55.8,27.7,724.1,228,40.0,16.0,69.0,20.0,25.0,,6.0,,,,8.0,10.0,16.0,,,,,217.0,,6.0,5.0,15.0,,40,,,6.0,,,,6.0,,12.0,,,,,,,,,,9.0,,,37.0,,,12.0,11.0,,28.0,,,,5.0,,,,39.0,29.0,15.0,
35510350010001,436,49.7,51.8,282.1,168,27.0,9.0,34.0,12.0,13.0,5.0,10.0,11.0,,,6.0,16.0,7.0,11.0,,,,168.0,,,,7.0,,12,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,,,,,,,,,28.0,,,,
35510350010002,548,52.3,161.5,515.6,215,54.0,25.0,58.0,13.0,18.0,5.0,5.0,9.0,9.0,,5.0,,8.0,,,,,212.0,,,,6.0,,20,,,,,,,6.0,,6.0,,,,,,,,,,,,,14.0,,,12.0,9.0,,20.0,,,,,,,,7.0,,5.0,
35510350010003,569,50.7,363.3,548.4,202,35.0,17.0,39.0,16.0,23.0,,5.0,,17.0,17.0,5.0,11.0,,6.0,,,7.0,193.0,,,,,,77,,,10.0,,,5.0,12.0,,25.0,,,5.0,,,,,,,,,,24.0,,,83.0,25.0,,73.0,,17.0,6.0,17.0,,29.0,43.0,30.0,,6.0,
35510350010004,544,48.8,647.3,302.4,199,32.0,7.0,45.0,10.0,7.0,,6.0,,7.0,14.0,19.0,18.0,10.0,14.0,5.0,,,197.0,,,,,,16,,,,,,,,,,,,,,,,5.0,,,,,,5.0,,,,,,5.0,,,,,,,32.0,13.0,,5.0,
35510350010005,542,54.8,69.4,542.9,172,31.0,9.0,30.0,9.0,15.0,,,5.0,5.0,18.0,19.0,10.0,12.0,,,,,170.0,,,,11.0,,32,,,8.0,,,,11.0,,,,,,,,,,,,,,,15.0,,,12.0,18.0,,,,,,,,,,83.0,14.0,7.0,
35510350010006,460,52.3,32.9,394.1,180,50.0,17.0,38.0,18.0,21.0,,,,,9.0,,5.0,6.0,,,,,178.0,,,,13.0,,35,,,5.0,,,,10.0,,6.0,,,,,,,,,,,,,15.0,,,21.0,19.0,,18.0,,,,,6.0,,24.0,,9.0,,
35510350020001,707,54.7,57.4,579.1,261,73.0,12.0,71.0,18.0,22.0,6.0,7.0,12.0,,6.0,7.0,,12.0,,,,,260.0,,,,6.0,,32,,,,,,,5.0,,8.0,,,,,,,,,,8.0,,,9.0,,,25.0,13.0,,19.0,,6.0,,,,,22.0,31.0,,15.0,
35510350030001,714,42.8,64.5,330.2,187,23.0,8.0,43.0,22.0,28.0,,,5.0,12.0,,5.0,6.0,7.0,7.0,13.0,,13.0,170.0,,,,16.0,,76,,,6.0,,,7.0,22.0,,28.0,,,,,,,6.0,,,,,,30.0,,,72.0,56.0,,104.0,,,,,,,94.0,13.0,33.0,8.0,
35510350030002,550,56.4,37.9,713.8,226,60.0,10.0,57.0,18.0,25.0,6.0,10.0,5.0,5.0,,8.0,8.0,5.0,,,,,223.0,,,,14.0,,36,,,11.0,,,,11.0,,6.0,,,,,,,,,,,,,81.0,,,7.0,37.0,16.0,16.0,,,,,,,,10.0,,5.0,
35510350030003,463,52.8,29.9,416.2,194,41.0,5.0,45.0,10.0,16.0,,,,,11.0,20.0,10.0,12.0,9.0,,,7.0,187.0,,,,9.0,,20,,,,,,,,,7.0,,,,,,,,,,,,,5.0,,,,11.0,,11.0,,,,,,,14.0,6.0,6.0,12.0,
35510360010001,354,50.9,458.8,316.1,129,22.0,22.0,28.0,11.0,,,,,,,,,30.0,,,,6.0,95.0,23.0,,5.0,10.0,,88,,,12.0,,,,32.0,,14.0,,,,,,,,5.0,,10.0,,,24.0,,,,85.0,7.0,38.0,,30.0,,,,60.0,46.0,27.0,10.0,14.0,
35510360010002,455,49.2,1480.2,256.9,145,27.0,14.0,57.0,6.0,6.0,6.0,,,,14.0,,,,,,,12.0,120.0,,,13.0,8.0,,122,,,13.0,,,,47.0,,29.0,,,,,,,,5.0,,19.0,,,24.0,,,,122.0,,68.0,22.0,,,,,7.0,,32.0,,26.0,
35510360010003,492,46.7,748.4,206.5,179,33.0,12.0,60.0,5.0,,,,,,9.0,,,45.0,,,,15.0,87.0,72.0,,5.0,5.0,,30,,,,,,,7.0,,6.0,,,,,,,7.0,,,5.0,,,6.0,,,,7.0,,13.0,,5.0,,,,,40.0,,,10.0,
35510360020001,486,45.4,191.4,214.5,166,37.0,9.0,56.0,15.0,12.0,,,10.0,,6.0,,,5.0,,,,,165.0,,,,5.0,,31,,,,,,,10.0,,,,,,,,,,,,7.0,23.0,,13.0,,11.0,,61.0,,,,,,,,,81.0,30.0,,16.0,
35510360020002,548,50.9,80.4,271.7,182,62.0,17.0,45.0,10.0,15.0,7.0,6.0,,,,,,,,,,,179.0,,,,20.0,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,8.0,
35510360030001,882,53.5,43.6,714.6,322,95.0,20.0,92.0,31.0,27.0,,5.0,6.0,,7.0,9.0,11.0,,,,,,318.0,,,,30.0,,46,,,,,,,12.0,,13.0,,,,,,,,,,,,25.0,7.0,11.0,,,26.0,,27.0,6.0,,,10.0,,68.0,83.0,89.0,8.0,,
35510360040001,417,55.6,46.1,894.1,173,55.0,12.0,53.0,20.0,10.0,,,5.0,,,,,,,,,,172.0,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,16.0,,,,,20.0,,
35510360040002,467,54.2,80.7,638.5,187,43.0,14.0,60.0,13.0,16.0,,,6.0,,7.0,,6.0,,,,,,184.0,,,,11.0,,11,,,,,,,,,,,,,,,,,,,,22.0,,23.0,,,,10.0,,,,,,,,,,,,,
35510360040003,413,55.4,17.8,476.5,155,42.0,7.0,47.0,10.0,14.0,,6.0,,,,,6.0,,6.0,5.0,,,153.0,,,,15.0,,16,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,6.0,,,,,,,12.0,23.0,,6.0,
35510370010001,437,54.5,50.8,509.1,178,53.0,7.0,59.0,14.0,10.0,,,,6.0,5.0,,,7.0,,,,,176.0,,,,7.0,,26,,,9.0,,,,,,5.0,,,,,,,,,,,,,38.0,,,,,,9.0,,5.0,,,,13.0,5.0,7.0,,,
35510370010002,439,61.3,76.7,973.9,173,62.0,,50.0,8.0,14.0,,5.0,6.0,6.0,,,,5.0,,,,,172.0,,,,,,13,,,,,,,5.0,,,,,,,,,,,,,,,5.0,,,6.0,9.0,,,,,,,,,,28.0,,5.0,
35510370010003,535,54.3,24.6,616.7,196,53.0,6.0,62.0,21.0,25.0,,,,,,5.0,,,,,,,195.0,,,,12.0,,20,,,,,,,6.0,,,,,,,,,,,,5.0,,,9.0,,,,16.0,,,,,,,,,,40.0,,19.0,
35510370010004,430,53.8,50.3,437.1,165,51.0,11.0,48.0,10.0,18.0,,5.0,,,,5.0,,,5.0,,,,164.0,,,,5.0,,20,,,,,,,7.0,,,,,,,,,,,,,,,17.0,,,5.0,33.0,,,,,,,,,14.0,8.0,,6.0,
35510380010001,512,56.4,25.2,913.6,235,61.0,13.0,30.0,15.0,30.0,6.0,9.0,13.0,5.0,5.0,15.0,13.0,,10.0,6.0,,,220.0,,,11.0,23.0,,112,,,,,,5.0,19.0,,74.0,,,,,,,,,,5.0,,,,,,8.0,25.0,,137.0,,,,,5.0,9.0,,,10.0,8.0,
35510380010002,677,38.5,150.9,600.0,169,64.0,5.0,33.0,19.0,16.0,,,6.0,,,,,,,,,,164.0,,,5.0,10.0,,74,,,5.0,,,,28.0,,10.0,5.0,,,,,,5.0,,,10.0,,,7.0,,,5.0,53.0,,18.0,25.0,17.0,,,,26.0,64.0,7.0,,13.0,
35510380020001,563,58.6,11.1,903.6,268,72.0,5.0,41.0,32.0,36.0,5.0,12.0,5.0,6.0,9.0,15.0,9.0,11.0,5.0,5.0,,,253.0,,,15.0,12.0,,101,,,,,,,23.0,,62.0,,,,,7.0,,,,,,,,,,,,28.0,,130.0,,,,,20.0,,,7.0,,5.0,
35510380020002,390,58.5,24.4,1341.7,185,58.0,,29.0,19.0,23.0,,,9.0,,9.0,,6.0,7.0,7.0,,,,185.0,,,,8.0,,33,,,,,,,7.0,,11.0,,,,,,,,,,5.0,,,10.0,,,,26.0,,23.0,,,,,,,,18.0,,7.0,
35510390010001,445,59.5,65.2,1442.9,211,58.0,7.0,80.0,14.0,18.0,,5.0,,5.0,6.0,,,,,,,,209.0,,,,7.0,,17,,,,,,,7.0,,,,,,,,,,,,,,,8.0,,,5.0,13.0,,10.0,,,,,,,,57.0,,,
35510390010002,599,52.3,41.1,325.4,231,43.0,12.0,91.0,19.0,20.0,8.0,7.0,,6.0,6.0,,5.0,,,,,,229.0,,,,17.0,,32,,,6.0,,,,11.0,,8.0,,,,,,,,,,,,,16.0,,,,25.0,,21.0,,,,,,,,9.0,,,
35510390020001,673,47.4,36.1,1288.2,230,52.0,5.0,78.0,29.0,18.0,7.0,5.0,7.0,6.0,7.0,6.0,,,5.0,,,,230.0,,,,13.0,,17,,,,,,,,,,,,,,,,,,,7.0,,,9.0,,,,12.0,,,,,,,,,46.0,,,13.0,
35510390020002,662,38.0,37.6,70.4,152,19.0,9.0,75.0,14.0,15.0,6.0,,,,,5.0,6.0,,,,,,150.0,,,,12.0,,32,,,5.0,,,,7.0,,5.0,,,,,,,,,,,,,20.0,,,9.0,15.0,,21.0,,15.0,,,,19.0,59.0,8.0,,,
35510390020003,486,52.4,36.5,322.9,197,35.0,10.0,77.0,19.0,16.0,,5.0,,,,5.0,8.0,6.0,,,,,191.0,,,6.0,12.0,,30,,,,,,,7.0,,7.0,,,,,,,5.0,,,7.0,,,,,,5.0,13.0,,23.0,,,,,,,37.0,,,12.0,
35510400010001,386,53.8,9.2,707.1,150,15.0,,30.0,11.0,19.0,,,9.0,,15.0,16.0,9.0,6.0,,10.0,,,148.0,,,,22.0,,103,,,,,,,34.0,,51.0,,,,,,,,,,6.0,,,7.0,,,,51.0,,118.0,,,,,,,28.0,,33.0,13.0,
35510400010002,620,54.7,9.5,633.3,246,62.0,5.0,72.0,23.0,22.0,7.0,,,5.0,10.0,10.0,8.0,8.0,,6.0,,,241.0,,,5.0,22.0,,79,,,5.0,,,,20.0,,29.0,,,,,,,,,,10.0,,,21.0,,,,33.0,8.0,95.0,,,,,,12.0,,,17.0,17.0,
35510410010001,388,59.6,61.4,1022.2,177,47.0,11.0,62.0,12.0,16.0,,6.0,,,,,,,,,,,175.0,,,,6.0,,29,,,6.0,,,,7.0,,,,,,,,,,,,,,,27.0,,5.0,,20.0,,12.0,,,,,,14.0,,6.0,,,
35510410020001,521,58.6,16.0,1380.0,233,56.0,12.0,71.0,14.0,25.0,8.0,5.0,5.0,6.0,7.0,,9.0,6.0,5.0,,,,228.0,,,5.0,13.0,,23,,,8.0,,,,,,6.0,,,,,,,,,,,7.0,,21.0,,,,6.0,,33.0,,,,,,,18.0,,,,
35520110010001,576,49.5,55.7,282.0,233,70.0,15.0,77.0,22.0,9.0,,,,,6.0,,5.0,,8.0,,,,192.0,39.0,,,13.0,,54,,,13.0,,,7.0,15.0,,,,,,,,,,,,7.0,,,56.0,,,50.0,31.0,80.0,17.0,,,,,8.0,,,14.0,,26.0,
35520110020001,495,45.1,1455.8,152.8,194,17.0,6.0,90.0,,,,,,,,12.0,,,23.0,39.0,,,44.0,108.0,39.0,,13.0,,68,,,,,,17.0,22.0,,6.0,,,,,,,,,,13.0,50.0,,7.0,,,180.0,49.0,11.0,16.0,,,,,,,,10.0,,29.0,
35520110020002,456,51.1,617.5,367.5,150,36.0,52.0,48.0,6.0,,,,,,,,,,,,,,81.0,32.0,21.0,16.0,35.0,,278,,,22.0,,,6.0,115.0,,72.0,,,,,,,,16.0,7.0,24.0,,,47.0,,,50.0,285.0,6.0,169.0,39.0,32.0,,5.0,38.0,,11.0,70.0,20.0,37.0,
35520110020201,434,31.8,45783.8,18.8,140,,,,,140.0,,,,,,,,,,,,,,140.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35520110020202,395,36.0,50862.6,37.1,141,,,,,141.0,,,,,,,,,,,,,,141.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35520110030001,618,49.0,132.8,920.8,132,53.0,5.0,38.0,10.0,10.0,,,,,,,,,,,,,130.0,,,,28.0,,67,,,37.0,,,,10.0,,,,,,,,,,,,,9.0,,408.0,,,24.0,19.0,,8.0,,,,15.0,5.0,,26.0,79.0,,14.0,
35520110040001,435,49.6,577.8,325.0,150,64.0,19.0,31.0,5.0,,,,,,,18.0,,,,,,,131.0,,16.0,,9.0,,78,,,,,,6.0,34.0,,13.0,,5.0,,,,,,,,5.0,,,,,,29.0,93.0,,31.0,5.0,98.0,,15.0,,82.0,35.0,14.0,,5.0,
35520110040002,442,55.2,27.5,550.0,196,60.0,6.0,48.0,22.0,9.0,,,5.0,5.0,6.0,11.0,,10.0,,6.0,,,194.0,,,,12.0,,33,,,5.0,,,7.0,8.0,,,,,,,,,,,,5.0,,,26.0,,7.0,43.0,40.0,,10.0,,,,,,,,21.0,,11.0,
35520110040003,546,45.6,262.7,198.5,208,70.0,15.0,25.0,,,,,,5.0,,,,,58.0,16.0,,,133.0,,71.0,,7.0,,37,,,,,,,9.0,,5.0,,,,,,,,,,9.0,,,,28.0,,7.0,18.0,,14.0,,6.0,,,,440.0,73.0,13.0,,18.0,
35520110040004,477,48.2,3625.6,220.3,157,73.0,25.0,32.0,7.0,,,5.0,,,,,,,,,,9.0,138.0,,,10.0,8.0,,146,,,9.0,,,10.0,31.0,,28.0,,6.0,,14.0,,,5.0,7.0,,22.0,6.0,,19.0,,,60.0,94.0,,53.0,5.0,80.0,,39.0,55.0,83.0,45.0,57.0,,36.0,
35520110040005,585,54.7,42.8,582.1,248,103.0,9.0,52.0,30.0,8.0,,5.0,,,,5.0,18.0,,,,,,230.0,,13.0,5.0,12.0,,51,,,9.0,,,9.0,12.0,,,,,,,,,,5.0,,,,,39.0,,36.0,58.0,28.0,,12.0,,,,,,31.0,95.0,284.0,,5.0,
35520110040006,508,49.8,2834.5,267.9,178,73.0,19.0,26.0,12.0,5.0,,,,,16.0,,,16.0,,,,,141.0,,30.0,7.0,12.0,,110,,,8.0,,,5.0,29.0,,13.0,,,,,,,15.0,8.0,,13.0,,,21.0,,,21.0,66.0,10.0,38.0,8.0,16.0,,15.0,6.0,95.0,84.0,63.0,12.0,24.0,
35520110040101,474,45.3,16371.0,140.5,227,,,227.0,,,,,,,,,,,,,,,,,227.0,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35520110040201,419,45.6,25861.7,170.6,169,,,,169.0,,,,,,,,,,,,,,,169.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35520110040401,378,41.2,67717.9,100.0,144,,,143.0,,,,,,,,,,,,,,,,144.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35520110050001,660,55.9,35.8,584.1,287,112.0,,60.0,30.0,31.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,,,7.0,,,286.0,,,,16.0,,25,,,8.0,,,,,,,,,,,,,,,,,,,22.0,,,,7.0,,9.0,,,,,,,19.0,,,,
35520110060001,581,54.1,20.8,471.1,236,87.0,,60.0,14.0,17.0,7.0,,,,6.0,8.0,9.0,7.0,8.0,,,,232.0,,,,23.0,,72,,,8.0,,,,14.0,7.0,26.0,,,,,,,,,5.0,9.0,,,52.0,,,,25.0,133.0,129.0,,,,,,,,,37.0,16.0,
35520110060002,596,55.4,29.3,640.0,224,103.0,,34.0,24.0,25.0,,,,,5.0,6.0,,,6.0,,,,224.0,,,,21.0,,49,,,17.0,,,,14.0,,,,,,,,,,5.0,,,13.0,,139.0,,,35.0,52.0,,,,,,19.0,,67.0,,49.0,,7.0,
35520310010001,753,59.4,13.8,1151.7,398,66.0,,136.0,58.0,41.0,8.0,6.0,12.0,6.0,,7.0,12.0,10.0,10.0,21.0,,9.0,386.0,,,,15.0,,57,,,15.0,,,,13.0,,11.0,,,,,,,,,,,,,29.0,,,12.0,19.0,,28.0,,,,,,25.0,39.0,,,,
35520320010001,403,56.0,73.4,420.0,172,40.0,,38.0,46.0,18.0,,,,,,6.0,,,,,,,170.0,,,,9.0,,23,,,,,,,5.0,,,,,,,,,,,,,,,5.0,,,,7.0,,5.0,5.0,,,,,,48.0,22.0,,6.0,
35520320010002,554,56.3,17.6,459.2,256,70.0,,38.0,45.0,27.0,,5.0,6.0,11.0,7.0,7.0,9.0,6.0,9.0,9.0,,,254.0,,,,5.0,,41,,,9.0,,,,11.0,,8.0,,,,,,,,,,,,,21.0,,36.0,28.0,16.0,,20.0,,6.0,,,,38.0,,,,,
35520330010001,691,57.1,33.5,506.6,335,108.0,14.0,68.0,51.0,39.0,,,5.0,6.0,7.0,10.0,7.0,7.0,5.0,,,,333.0,,,,7.0,,19,,,,,,,,,,,,,,,,,,,,,,7.0,,,,5.0,,5.0,,,,,,16.0,29.0,,5.0,,
35520330020001,609,55.9,18.9,457.4,303,74.0,5.0,56.0,47.0,49.0,11.0,7.0,8.0,8.0,14.0,,,5.0,,7.0,,,282.0,,18.0,,8.0,,33,,,10.0,,,,6.0,,5.0,,,,,,,,,,,,,17.0,,,28.0,10.0,,11.0,,6.0,,,,29.0,16.0,6.0,,,
35520340010001,354,53.3,26.8,427.6,145,38.0,,40.0,20.0,12.0,,,6.0,,7.0,,,,,,,,145.0,,,,10.0,,12,,,,,,,,,,,,,,,,,,,,6.0,,,,,,20.0,,,,,,23.0,,28.0,,,,,
35520340020001,415,56.9,10.0,669.6,198,29.0,,31.0,51.0,27.0,,6.0,5.0,,,9.0,8.0,7.0,13.0,,,,197.0,,,,6.0,,19,,,,,,,,,8.0,,,,,,,,,,6.0,,,,,,,,,14.0,,,,,,,,,,7.0,
35520350010001,423,56.3,59.4,728.0,180,62.0,7.0,44.0,25.0,18.0,,,,,,,,,,,,,179.0,,,,8.0,,37,,,,,,,11.0,,6.0,,,,,,,,,,,,,10.0,,,10.0,16.0,,12.0,6.0,9.0,,,,31.0,45.0,7.0,,,
35520350010002,370,58.0,13.5,864.7,173,43.0,,35.0,29.0,18.0,5.0,5.0,,,12.0,,,,,,,,172.0,,,,5.0,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35520350010003,442,54.2,70.0,497.1,161,48.0,,48.0,18.0,18.0,,,,,,,,,5.0,,,,160.0,,,,9.0,,12,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,56.0,,,,37.0,,,
35520350010004,503,56.0,11.1,587.5,231,45.0,10.0,44.0,25.0,32.0,5.0,11.0,12.0,,9.0,6.0,7.0,9.0,8.0,,,,229.0,,,,14.0,,30,,,,,,,,,14.0,,,,,,,,,,,,,,,,10.0,6.0,,30.0,,,,,,,,,,,
35520360010001,582,57.6,19.6,657.9,275,31.0,41.0,85.0,32.0,41.0,,6.0,,7.0,7.0,5.0,,7.0,,,,,274.0,,,,25.0,,29,,,,,,,6.0,,,,,,,,,,6.0,,6.0,5.0,,20.0,,,6.0,11.0,,,,,,,,,,98.0,,10.0,
35520360020001,378,57.4,28.0,713.0,184,36.0,25.0,50.0,18.0,16.0,7.0,,,9.0,,,5.0,,,,,,182.0,,,,10.0,,29,,,,,,,6.0,,,,,,,,,,,,,5.0,,10.0,,,8.0,15.0,,9.0,,6.0,,,,34.0,47.0,7.0,,,
35520360020002,550,54.0,20.1,448.8,233,45.0,44.0,46.0,27.0,23.0,9.0,8.0,,,,,,9.0,,,,,230.0,,,,7.0,,17,,,5.0,,,,,,,,,,,,,,,,,24.0,,12.0,,,5.0,,,,,,,20.0,,,,,,,
35520370010001,399,56.1,298.9,704.3,173,84.0,7.0,30.0,15.0,15.0,,,7.0,,,,,,,,,,169.0,,,,8.0,,69,,,10.0,,,,18.0,,8.0,,,,,,,,6.0,,12.0,,,17.0,,,22.0,25.0,,14.0,,8.0,,,,64.0,60.0,30.0,,16.0,
35520370010002,460,58.0,26.8,1009.1,211,89.0,9.0,51.0,20.0,13.0,,,,5.0,,,5.0,,,,,,210.0,,,,11.0,,45,,,6.0,,,,16.0,,15.0,,,,,,,,,,,9.0,,21.0,,,,23.0,,53.0,,,,,,,,7.0,,11.0,
35520370020001,321,56.3,34.6,529.2,143,40.0,6.0,40.0,,18.0,5.0,6.0,,,,,,6.0,,,,,142.0,,,,,,7,,,,,,,,,,,,,,,,,,,,,,8.0,,,,5.0,,,,,,,,,,,,,
35520370030001,455,57.7,31.9,672.4,206,63.0,14.0,47.0,7.0,23.0,,,,,8.0,,,8.0,,15.0,,,206.0,,,,15.0,,22,,,8.0,,,,5.0,,,,,,,,,,,,,,,26.0,,28.0,,6.0,,,,,,,,,6.0,6.0,,,
35520380010001,373,53.9,13.7,533.3,160,36.0,6.0,44.0,19.0,8.0,,,,,,,9.0,14.0,5.0,,,,159.0,,,,18.0,,38,,,10.0,,,,14.0,,5.0,,,,,,,,,,,,,106.0,,21.0,25.0,27.0,,12.0,,,,,,,14.0,,,,
35520380020001,630,53.9,29.5,508.1,274,51.0,,52.0,24.0,33.0,12.0,9.0,7.0,7.0,21.0,23.0,12.0,8.0,7.0,5.0,,,268.0,,,6.0,14.0,,65,,,11.0,,,6.0,14.0,,14.0,,,,,,,,,,5.0,,,25.0,,,46.0,18.0,,27.0,,11.0,,,,39.0,49.0,9.0,,5.0,
35520380020002,607,54.1,24.3,480.0,262,71.0,10.0,41.0,31.0,18.0,11.0,6.0,20.0,10.0,6.0,6.0,8.0,6.0,10.0,8.0,,,261.0,,,,18.0,,11,,,,,,,,,,,,,,,,,,,,,,8.0,,,45.0,,,6.0,,,,,,,,,,,
35520380030001,323,46.4,26.0,142.4,120,19.0,7.0,25.0,6.0,11.0,,,,7.0,7.0,8.0,5.0,,,9.0,,,120.0,,,,6.0,,16,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,7.0,,,,,,,48.0,,,,
35520380030002,414,54.0,22.9,460.6,179,27.0,,38.0,26.0,25.0,5.0,8.0,,5.0,6.0,5.0,8.0,5.0,7.0,8.0,,,177.0,,,,15.0,,28,,,,,,,7.0,,7.0,,,,,,,,,,,,,7.0,,,,13.0,,17.0,,,,,5.0,,,17.0,15.0,7.0,
35520390010001,490,55.4,7.3,470.0,222,39.0,,52.0,52.0,13.0,8.0,8.0,7.0,,6.0,7.0,7.0,6.0,7.0,,,,219.0,,,,6.0,,23,,,,,,,5.0,,6.0,,,,,,,,,,5.0,,,,,,,10.0,,14.0,,,,,,,12.0,,10.0,8.0,
35520390010002,406,55.0,49.6,503.1,164,18.0,,32.0,69.0,13.0,5.0,7.0,5.0,,5.0,,,,,,,,161.0,,,,9.0,,39,,,12.0,,,,7.0,,8.0,,,,,,,,,,,,,25.0,,,11.0,8.0,,20.0,,8.0,,,,31.0,33.0,,5.0,,
35520400010001,449,59.5,11.9,985.7,218,59.0,9.0,45.0,28.0,29.0,6.0,6.0,8.0,5.0,,,5.0,,5.0,7.0,,,212.0,,,6.0,9.0,,50,,,8.0,,,,12.0,,17.0,,,,,,,,,,,17.0,,12.0,,,,13.0,,33.0,,9.0,,,,25.0,,,,,
35520400010002,492,57.7,12.4,890.9,242,58.0,,58.0,36.0,21.0,8.0,6.0,,9.0,7.0,10.0,6.0,9.0,5.0,,,,240.0,,,,8.0,,23,,,,,,,12.0,,8.0,,,,,,,,,,,,,,,,,26.0,,18.0,,,,,,,,,,,
35520400010003,397,60.3,21.6,804.0,191,66.0,8.0,39.0,25.0,26.0,,,,,,,,5.0,,,,,188.0,,,,8.0,,46,,,18.0,,,,,,10.0,,,,,,,,,,6.0,,,27.0,,,8.0,8.0,,16.0,,,,,,7.0,39.0,12.0,,7.0,
35530110010001,361,57.6,29.9,870.6,171,54.0,5.0,46.0,34.0,6.0,,,,,,5.0,,,,,,,170.0,,,,6.0,,47,,,,,,,,30.0,,,,,,,,,,,,,,,,,9.0,8.0,37.0,6.0,,,,,6.0,,27.0,,,,
