,total_pop,avg_age,pop_dens,eld_dep_ratio,total_house,ho_yr_001,ho_yr_002,ho_yr_003,ho_yr_004,ho_yr_005,ho_yr_006,ho_yr_007,ho_yr_008,ho_yr_009,ho_yr_010,ho_yr_011,ho_yr_012,ho_yr_013,ho_yr_014,ho_yr_015,ho_yr_999,ho_gb_001,ho_gb_002,ho_gb_003,ho_gb_004,ho_gb_005,ho_gb_006,ho_gb_999,total_corp,cp_bnu_001,cp_bnu_002,cp_bnu_003,cp_bnu_004,cp_bnu_005,cp_bnu_006,cp_bnu_007,cp_bnu_008,cp_bnu_009,cp_bnu_010,cp_bnu_011,cp_bnu_012,cp_bnu_013,cp_bnu_014,cp_bnu_015,cp_bnu_016,cp_bnu_017,cp_bnu_018,cp_bnu_019,cp_bem_001,cp_bem_002,cp_bem_003,cp_bem_004,cp_bem_005,cp_bem_006,cp_bem_007,cp_bem_008,cp_bem_009,cp_bem_010,cp_bem_011,cp_bem_012,cp_bem_013,cp_bem_014,cp_bem_015,cp_bem_016,cp_bem_017,cp_bem_018,cp_bem_019,cp_bem_999
35012650010202,525,30.2,37484.0,9.4,164,,,,,,,,,,,,,,,164.0,,,,164.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650010203,455,33.3,30064.9,27.2,176,,,,,,,,,,,,,,,175.0,,,,175.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650010204,542,31.2,32501.4,11.2,164,,,,,,,,,,,,,,,164.0,,,,164.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,
35012650010301,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650010302,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650010303,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650010304,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650010401,572,32.0,42221.3,9.4,188,,,,,,,,,,,,,,,188.0,,,,188.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650010402,635,31.0,70344.2,11.9,209,,,,,,,,,,,,,,,209.0,,,,209.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,
35012650010403,490,33.1,38695.9,22.9,178,,,,,,,,,,,,,,,178.0,,,,178.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650010404,378,30.7,30986.0,10.3,147,,,,,,,,,,,,,,,147.0,,,,147.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,
35012650010405,590,32.3,40990.1,12.8,225,,,,,,,,,,,,,,,225.0,,,,225.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650010501,370,30.5,27115.1,8.4,104,,,,,,,,,,,,,,,104.0,,,,104.0,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,6.0,,,19.0,,,,6.0,,,9.0,
35012650010502,431,33.2,55178.1,13.7,140,,,,,,,,,,,,,,,140.0,,,,140.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650010503,584,35.4,39482.4,38.7,238,,,,,,,,,,,,,,,238.0,,,,238.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650010504,356,31.4,44697.0,7.1,107,,,,,,,,,,,,,,,107.0,,,,107.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650010601,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650010602,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650010603,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650010604,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650010701,510,29.9,47533.8,9.7,162,,,,,,,,,,,,,,162.0,,,,,162.0,,,,,19,,,,,,,,,,,,5.0,,,,6.0,,,,,,,,,,,,9.0,,,25.0,,,,35.0,23.0,,,
35012650010702,385,27.8,51433.5,6.3,114,,,,,,,,,,,,,,114.0,,,,,114.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650010703,463,29.8,66754.2,10.6,151,,,,,,,,,,,,,,151.0,,,,,151.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012650010704,492,28.8,60003.5,7.1,149,,,,,,,,,,,,,,149.0,,,,,149.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650010705,365,29.0,40135.5,9.6,109,,,,,,,,,,,,,,109.0,,,,,109.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650010801,557,31.7,40608.2,13.4,214,,,,,,,,,,,,,,,214.0,,,,214.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,10.0,,,
35012650010802,617,29.0,58419.8,7.8,188,,,,,,,,,,,,,,,188.0,,,,188.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650010901,448,32.3,39942.8,12.8,141,,,,,,,,,,,,,141.0,,,,,,141.0,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,15.0,,,,11.0,22.0,,,
35012650010902,527,31.2,45813.6,13.8,182,,,,,,,,,,,,,182.0,,,,,,182.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650010903,490,32.2,58628.3,21.1,158,,,,,,,,,,,,,158.0,,,,,,158.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650010904,438,31.0,61997.8,10.0,132,,,,,,,,,,,,,132.0,,,,,,132.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650011001,374,33.1,40573.5,18.6,131,,,,,,,,,,,,,,131.0,,,,,131.0,,,,,10,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,20.0,,,,11.0,22.0,,,
35012650011002,364,31.7,68392.4,15.2,110,,,,,,,,,,,,,,110.0,,,,,110.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012650011003,424,31.1,68581.8,10.8,132,,,,,,,,,,,,,,132.0,,,,,132.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650011004,341,29.8,52762.4,7.8,100,,,,,,,,,,,,,,100.0,,,,,100.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650011005,639,31.2,38804.7,9.3,201,,,,,,,,,,,,,,201.0,,,,,201.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650011101,576,32.9,74892.8,18.9,191,,,,,,,,,,,,,,191.0,,,,,191.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650011102,404,31.3,29776.1,18.4,138,,,,,,,,,,,,,,138.0,,,,,138.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650011103,548,32.2,58209.0,11.6,176,,,,,,,,,,,,,,176.0,,,,,176.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012650011104,503,32.2,29970.0,15.9,171,,,,,,,,,,,,,,171.0,,,,,171.0,,,,,13,,,,,,,,,,,,6.0,,,,,,,,,,,,,,10.0,,,,,16.0,,,,7.0,13.0,,,
35012650011201,530,28.6,66354.0,5.6,157,,,,,,,,,,,,,,157.0,,,,,157.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650011202,442,28.1,50355.9,5.1,135,,,,,,,,,,,,,,135.0,,,,,135.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650011203,659,29.9,41264.5,13.1,216,,,,,,,,,,,,,,216.0,,,,,216.0,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,7.0,23.0,,,
35012650011204,428,30.5,62608.6,6.4,126,,,,,,,,,,,,,,126.0,,,,,126.0,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,5.0,10.0,,,,,,,,
35012650011301,433,29.6,40320.3,8.1,142,,,,,,,,,,,,,,,142.0,,,,142.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650011302,481,32.3,34948.3,18.5,166,,,,,,,,,,,,,,,166.0,,,,166.0,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,10.0,,,10.0,
35012650011303,551,31.7,31093.7,15.9,208,,,,,,,,,,,,,,,208.0,,,,208.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650011304,415,29.9,40290.3,11.6,130,,,,,,,,,,,,,,,130.0,,,,130.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650011401,407,31.2,24993.8,14.2,127,,,,,,,,,,,,,,127.0,,,,,127.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650011402,444,31.5,28149.5,12.7,156,,,,,,,,,,,,,,156.0,,,,,156.0,,,,,28,,,,,,,,,,,,9.0,,,,8.0,,,5.0,,,,,,,5.0,,15.0,,,24.0,,,,15.0,15.0,,5.0,
35012650011403,553,31.0,58101.7,11.2,182,,,,,,,,,,,,,,182.0,,,,,182.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650020001,497,42.9,21578.2,217.1,149,,74.0,62.0,,5.0,,,,,,,,,,,,8.0,54.0,87.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012650020002,535,31.9,5021.5,148.4,99,,45.0,,31.0,10.0,,,,,,,,7.0,,,,,26.0,29.0,40.0,,5.0,,82,,,,,,,20.0,,22.0,,,,,,,10.0,,,8.0,,,6.0,,,14.0,79.0,,57.0,17.0,,6.0,12.0,,,317.0,51.0,5.0,12.0,
35012650020003,417,40.1,6210.2,145.2,147,6.0,,9.0,113.0,,,,,,,,,6.0,,,,6.0,27.0,105.0,,9.0,,,92,,,,,,,22.0,,23.0,,,7.0,,,,11.0,,,19.0,,,10.0,,,,65.0,,112.0,,,38.0,,,,88.0,39.0,,47.0,
35012650020004,415,41.2,3460.1,145.5,83,,29.0,25.0,,7.0,,,,,,8.0,,,,,,,43.0,19.0,12.0,9.0,,,76,,,,,,5.0,17.0,,16.0,,,,,5.0,,,5.0,,16.0,,,9.0,,,59.0,35.0,,37.0,,,,,10.0,,5.0,61.0,10.0,24.0,
35012650020005,382,41.0,5471.1,143.2,86,20.0,22.0,26.0,,,,,,,,,,6.0,,,,,67.0,,16.0,,,,62,,,,,,,36.0,,7.0,,,,,,,,,,9.0,,,,,,,152.0,,33.0,,,,,,,15.0,74.0,,18.0,
35012650020006,488,41.7,9878.4,176.1,123,36.0,50.0,12.0,7.0,5.0,,,5.0,,,,,,,,,,122.0,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,
35012650020007,383,35.4,1117.1,36.0,57,,,,,,,5.0,7.0,5.0,12.0,,8.0,,13.0,,,,28.0,13.0,,14.0,,,293,,,,,,,74.0,,71.0,,,23.0,,,,50.0,10.0,19.0,34.0,,,6.0,,,,239.0,7.0,353.0,,18.0,38.0,,43.0,,352.0,48.0,59.0,83.0,
35012650020008,534,49.3,6222.8,278.0,166,5.0,88.0,43.0,,10.0,,,,,,,7.0,,,,,11.0,34.0,114.0,,7.0,7.0,,353,,,,,,,66.0,,62.0,,,18.0,,,,99.0,22.0,22.0,57.0,,,,,,,176.0,,208.0,,11.0,37.0,,,,312.0,230.0,59.0,89.0,
35012650020009,473,36.4,6605.1,79.5,144,,102.0,9.0,,10.0,,6.0,,,,,,,,,,,31.0,83.0,17.0,10.0,9.0,,244,,,,,,,43.0,,92.0,,,13.0,,,,19.0,10.0,33.0,28.0,,,5.0,,,44.0,137.0,,394.0,,11.0,16.0,,,,49.0,51.0,62.0,55.0,
35012650020010,398,51.5,276.6,268.5,90,12.0,26.0,7.0,,,,,,38.0,,,,,,,,,53.0,,37.0,,6.0,,31,,,,,,,10.0,,,,,,,,,,,5.0,6.0,,,,,,,42.0,91.0,,,,,,,,,118.0,45.0,10.0,
35012650020011,428,45.2,7889.2,234.1,143,13.0,112.0,6.0,,,,,,,,,,,5.0,,,,80.0,63.0,,,,,15,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,19.0,6.0,,,,,,,,,6.0,
35012650020012,482,36.3,2849.9,46.0,58,,,7.0,10.0,,5.0,7.0,8.0,,,,,,,,,,49.0,,,9.0,5.0,,89,,,,,,,30.0,,24.0,,,6.0,,,,,,,16.0,,,10.0,,,,97.0,,100.0,10.0,,8.0,,,,76.0,23.0,22.0,70.0,
35012650020013,391,46.0,7624.3,285.7,156,16.0,93.0,38.0,,,,,,,,,,,,,,,34.0,91.0,28.0,,,,43,,,,,,,12.0,,6.0,,,,,,,,,,12.0,,,,,,6.0,46.0,17.0,17.0,,11.0,,,,43.0,76.0,,,15.0,
35012650020014,411,43.7,8139.1,192.1,120,8.0,58.0,17.0,5.0,,,,7.0,,,,,16.0,5.0,,,20.0,90.0,,,10.0,,,111,,,,,,,28.0,,35.0,,,,,,,,13.0,6.0,15.0,,,5.0,,,10.0,65.0,,90.0,,15.0,6.0,,7.0,,6.0,85.0,20.0,28.0,
35012650020201,508,43.3,35394.1,137.5,168,,,168.0,,,,,,,,,,,,,,,,168.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012650020301,400,40.8,70022.0,71.7,138,,,138.0,,,,,,,,,,,,,,,,138.0,,,,,11,,,,,,,,,,,,,,,,,,,5.0,,,,,,,7.0,,,,,,,,,,6.0,,6.0,
35012650020302,413,40.5,87388.5,63.5,137,,,137.0,,,,,,,,,,,,,,,,137.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012650020303,394,38.6,55214.6,71.7,138,,,138.0,,,,,,,,,,,,,,,,138.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650020304,369,38.8,56269.4,60.3,138,,,138.0,,,,,,,,,,,,,,,,138.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,11.0,,,
35012650020401,489,41.9,85375.5,114.8,152,,,152.0,,,,,,,,,,,,,,,,152.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,
35012650020402,608,37.0,101921.8,50.0,245,,,245.0,,,,,,,,,,,,,,,,245.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650020403,598,38.2,60398.2,55.7,190,,,190.0,,,,,,,,,,,,,,,,190.0,,,,,23,,,,,,,,,,,,,,,,6.0,,,,,,,,,,7.0,,10.0,,,13.0,,,,9.0,9.0,,5.0,
35012650020404,353,36.8,82659.4,41.5,115,,,115.0,,,,,,,,,,,,,,,,115.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,
35012650020601,597,38.0,30018.7,35.3,184,,,,,184.0,,,,,,,,,,,,,,184.0,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,24.0,,,,6.0,6.0,,,
35012650020602,423,39.0,36276.0,48.5,136,,,,,136.0,,,,,,,,,,,,,,136.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,
35012650020603,530,36.0,40333.0,17.0,157,,,,,157.0,,,,,,,,,,,,,,157.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650020604,457,36.7,37258.2,20.8,137,,,,,137.0,,,,,,,,,,,,,,137.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650020605,466,38.0,29446.8,38.8,138,,,,,138.0,,,,,,,,,,,,,,138.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650020701,345,34.6,59194.4,20.5,108,,,,,108.0,,,,,,,,,,,,,,108.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650020702,534,37.2,49708.4,33.3,161,,,,,161.0,,,,,,,,,,,,,,161.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650020703,361,34.0,47002.8,20.0,106,,,,,106.0,,,,,,,,,,,,,,106.0,,,,,15,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,16.0,,,,12.0,,,,
35012650020704,564,35.8,48064.0,29.0,171,,,,,171.0,,,,,,,,,,,,,,171.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
35012650020705,436,38.3,40933.0,50.0,131,,,,,131.0,,,,,,,,,,,,,,131.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650020706,616,34.8,46638.6,24.1,185,,,,,185.0,,,,,,,,,,,,,,185.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,
35012650021001,464,41.4,73029.0,90.6,169,,,,169.0,,,,,,,,,,,,,,,169.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,
35012650021101,722,39.7,78180.6,67.7,253,,,253.0,,,,,,,,,,,,,,,,253.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
35012650021201,480,35.9,101975.6,26.0,161,,,161.0,,,,,,,,,,,,,,,,161.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,6.0,,,
35012650021202,645,36.7,63618.0,39.7,226,,,226.0,,,,,,,,,,,,,,,,226.0,,,,,13,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,8.0,,,6.0,
35012650021301,469,41.7,79577.5,94.3,184,,,184.0,,,,,,,,,,,,,,,,184.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012650021401,646,43.0,57544.4,138.1,227,,,227.0,,,,,,,,,,,,,,,,227.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,6.0,,,
35012650021801,332,45.4,66978.5,223.5,112,,,112.0,,,,,,,,,,,,,,,,108.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012650021901,591,29.0,62290.1,7.0,171,,,,,,,,,,,,171.0,,,,,,,171.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650021902,486,31.5,57066.1,10.0,145,,,,,,,,,,,,145.0,,,,,,,145.0,,,,,14,,,,,,,6.0,,,,,,,,,,,,,,,,,,,10.0,,6.0,,,8.0,,,,,11.0,,,
35012650021903,516,29.4,56856.1,5.1,151,,,,,,,,,,,,151.0,,,,,,,151.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650022201,529,30.4,57708.0,6.6,152,,,,,,,,,152.0,,,,,,,,,,152.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,
35012650022202,583,29.9,48259.0,10.3,172,,,,,,,,,172.0,,,,,,,,,,172.0,,,,,12,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,5.0,,,,19.0,,,,
35012650022203,613,33.7,47640.1,19.9,189,,,,,,,,,189.0,,,,,,,,,,189.0,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,16.0,,,
35012650022204,417,29.9,49564.3,10.6,117,,,,,,,,,117.0,,,,,,,,,,117.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650022205,563,32.0,44370.4,12.4,176,,,,,,,,,176.0,,,,,,,,,,176.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,5.0,,,
35012650022206,438,29.7,54797.5,11.5,124,,,,,,,,,124.0,,,,,,,,,,124.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,
35012650022401,621,38.8,58353.8,62.8,221,,,221.0,,,,,,,,,,,,,,,,221.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,6.0,,,,,,,,
35012650022501,628,35.4,46267.0,33.0,225,,,,225.0,,,,,,,,,,,,,,,225.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012650022502,463,38.4,28954.5,74.4,189,,,,189.0,,,,,,,,,,,,,,,189.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,15.0,,,
35012650022503,609,36.5,51059.9,44.8,234,,,,234.0,,,,,,,,,,,,,,,234.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650022601,595,43.1,53840.4,135.0,250,,100.0,150.0,,,,,,,,,,,,,,,,250.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012650022602,550,40.9,42925.0,100.0,244,,192.0,52.0,,,,,,,,,,,,,,,,244.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012650022701,445,40.0,65428.1,108.8,153,,,153.0,,,,,,,,,,,,,,,,153.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012650023001,538,35.2,49292.3,36.1,191,,,191.0,,,,,,,,,,,,,,,,191.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650023002,486,33.7,52014.4,23.8,166,,,166.0,,,,,,,,,,,,,,,,166.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
35012650023003,502,32.1,47583.8,16.4,164,,,164.0,,,,,,,,,,,,,,,,164.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,
35012650023004,471,37.3,54061.7,58.1,181,,,181.0,,,,,,,,,,,,,,,,181.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,
35012650023005,513,35.9,48607.9,46.0,184,,,184.0,,,,,,,,,,,,,,,,184.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012650023006,494,34.7,70174.8,32.6,194,,,194.0,,,,,,,,,,,,,,,,194.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650023007,602,34.6,41523.9,29.6,218,,,218.0,,,,,,,,,,,,,,,,218.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012650023008,421,34.0,44517.0,30.9,138,,,138.0,,,,,,,,,,,,,,,,138.0,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,11.0,5.0,,,,,,,,,,,,,
35012650023009,537,33.9,55645.5,27.1,192,,,192.0,,,,,,,,,,,,,,,,192.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,16.0,,,
35012650023010,487,34.4,59729.1,24.0,183,,,183.0,,,,,,,,,,,,,,,,183.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012650023101,419,33.7,59118.8,21.6,141,,,140.0,,,,,,,,,,,,,,,,140.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,5.0,,,,
35012650023102,416,36.2,98032.1,43.3,128,,,128.0,,,,,,,,,,,,,,,,128.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,
35012650023103,552,35.0,62992.1,37.4,205,,,205.0,,,,,,,,,,,,,,,,205.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012650023104,606,37.3,55664.0,45.2,190,,,190.0,,,,,,,,,,,,,,,,190.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,
35012650023105,644,36.9,58017.7,42.3,191,,,191.0,,,,,,,,,,,,,,,,191.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,9.0,,,
35012660010001,82,44.5,330.1,216.7,14,,,,,,,,,,,,,,,,,,6.0,,,8.0,11.0,,389,,,,,,9.0,235.0,,67.0,,,7.0,8.0,8.0,,,,15.0,26.0,,,16.0,,,156.0,724.0,17.0,255.0,,30.0,9.0,44.0,50.0,,9.0,28.0,35.0,59.0,
35012660010101,552,37.9,45197.3,35.4,170,,,,,170.0,,,,,,,,,,,,,,170.0,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,12.0,,,,,6.0,,,
35012660010102,546,38.5,50574.8,44.0,173,,,,,173.0,,,,,,,,,,,,,,173.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,
35012660010201,614,36.2,51622.5,36.0,201,,,,,201.0,,,,,,,,,,,,,,201.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35012660010202,643,38.2,44116.8,52.5,206,,,,,206.0,,,,,,,,,,,,,,206.0,,,,,16,,,,,,,,,,,,,,,,,,,5.0,,,,,,6.0,,,,,,9.0,,,,7.0,7.0,,6.0,
35012660010301,511,32.2,49159.6,13.1,167,,,,,,,,,,,167.0,,,,,,,,167.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35012660020001,482,52.4,231.5,647.8,183,49.0,32.0,41.0,11.0,18.0,,7.0,,,,5.0,,,,,,,176.0,,,7.0,16.0,,93,,,11.0,,,21.0,32.0,5.0,,,,6.0,,,,,,,,,,47.0,,58.0,145.0,79.0,127.0,8.0,,,8.0,,,,18.0,37.0,8.0,,
