,total_pop,avg_age,pop_dens,eld_dep_ratio,total_house,ho_yr_001,ho_yr_002,ho_yr_003,ho_yr_004,ho_yr_005,ho_yr_006,ho_yr_007,ho_yr_008,ho_yr_009,ho_yr_010,ho_yr_011,ho_yr_012,ho_yr_013,ho_yr_014,ho_yr_015,ho_yr_016,ho_yr_999,ho_gb_001,ho_gb_002,ho_gb_003,ho_gb_004,ho_gb_005,ho_gb_006,ho_gb_999,total_corp,cp_bnu_001,cp_bnu_002,cp_bnu_003,cp_bnu_004,cp_bnu_005,cp_bnu_006,cp_bnu_007,cp_bnu_008,cp_bnu_009,cp_bnu_010,cp_bnu_011,cp_bnu_012,cp_bnu_013,cp_bnu_014,cp_bnu_015,cp_bnu_016,cp_bnu_017,cp_bnu_018,cp_bnu_019,cp_bem_001,cp_bem_002,cp_bem_003,cp_bem_004,cp_bem_005,cp_bem_006,cp_bem_007,cp_bem_008,cp_bem_009,cp_bem_010,cp_bem_011,cp_bem_012,cp_bem_013,cp_bem_014,cp_bem_015,cp_bem_016,cp_bem_017,cp_bem_018,cp_bem_019,cp_bem_999
35060360010001,377,56.7,76.5,608.7,175,65.0,19.0,59.0,6.0,13.0,,,,,,,,,,,,,,175.0,,,,,,35,,,,16.0,,,6.0,,,,,,,,,,,,,,,11.0,17.0,6.0,8.0,7.0,,,,,,,,,,,,,
35060360020001,561,56.4,101.1,995.7,255,90.0,34.0,80.0,20.0,5.0,,,,,,5.0,,,,,,,,254.0,,,,8.0,,144,,,17.0,5.0,,74.0,21.0,,7.0,,,,,,,,,,,7.0,,84.0,5.0,,122.0,30.0,,11.0,,14.0,,,,16.0,30.0,52.0,,,
35060360030001,653,58.4,61.9,887.5,310,134.0,28.0,73.0,23.0,21.0,,,,,,,,,5.0,,5.0,,,310.0,,,,13.0,,142,,,9.0,103.0,,,9.0,,,,,,5.0,,,,,,,,,62.0,103.0,5.0,,41.0,5.0,,,,,52.0,,,,,,6.0,
35060360040001,681,56.3,89.1,633.3,288,97.0,37.0,93.0,17.0,17.0,,,,,5.0,,,,,,,,,284.0,,,,12.0,,159,,,16.0,99.0,,6.0,15.0,,,,,,,,,,,,,11.0,,65.0,99.0,,34.0,55.0,5.0,,,,,,23.0,7.0,22.0,,,,
35060370010001,502,59.9,74.1,1000.0,228,82.0,21.0,77.0,22.0,13.0,,,,,,,,,,,,,,228.0,,,,,,25,,,,5.0,,,,,,,,,,,,,,,5.0,,,,5.0,,6.0,,,,,,,14.0,,,40.0,,,6.0,
35060370010002,590,59.4,87.3,937.9,286,97.0,31.0,106.0,24.0,13.0,,,,,,,,,,,,,,286.0,,,,6.0,,83,,,,65.0,,,7.0,,,,,,,,,,,,5.0,,,12.0,65.0,,5.0,8.0,,,,,,,,,,,,5.0,
35060370020001,496,58.6,81.5,763.3,230,64.0,24.0,103.0,20.0,12.0,,,,,,,,,,,,,,229.0,,,,6.0,,113,,,5.0,65.0,,5.0,15.0,,7.0,,,,,,,,,,7.0,,,10.0,65.0,,20.0,41.0,,13.0,,8.0,,,,15.0,,,,9.0,
35060380010001,469,60.5,51.8,1000.0,209,96.0,38.0,44.0,11.0,9.0,,,,,,,,,,,,,,207.0,,,,8.0,,75,6.0,,8.0,34.0,,,11.0,,,,,,,,,,,,,6.0,,24.0,34.0,,12.0,16.0,6.0,,,,,,,,22.0,29.0,,,
35060380010002,425,60.9,133.0,1450.0,194,104.0,22.0,43.0,9.0,6.0,,,,,,,,,,,,,,193.0,,,,10.0,,107,,,,81.0,,,5.0,,,,,,,,,,5.0,,,,,27.0,81.0,,,9.0,,7.0,,7.0,,,,13.0,,46.0,,6.0,
35060380010003,523,39.9,149.0,137.9,140,51.0,14.0,44.0,9.0,6.0,,7.0,,,,,,,,,,,,139.0,,,,6.0,,22,,,,,,,,7.0,,,,,,,,,,,,,,13.0,,,,,9.0,,,,,,,,50.0,,,,
35060380010004,450,58.2,70.0,1094.4,199,77.0,25.0,46.0,23.0,10.0,,,5.0,,,,,,,,,,,198.0,,,,8.0,,45,,,,23.0,,,8.0,,,,,,,,,,,,,,,,23.0,,11.0,15.0,,,,,,,,46.0,,,,,
35060390010001,502,60.6,69.2,1204.8,250,122.0,23.0,54.0,24.0,15.0,,,,,,,,,,,,,,250.0,,,,6.0,,26,,,,8.0,,,7.0,,,,,,,,,,,,,,,6.0,10.0,,,17.0,,,,,,,,8.0,,,,,
35060390010002,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35060390010003,327,60.5,55.9,1350.0,158,95.0,7.0,28.0,10.0,6.0,,,,,,,,,,,,,,158.0,,,,8.0,,25,,,,11.0,,,,,,,,,,,,,,,,,,8.0,15.0,,,,,,,,,,,,21.0,,,,
35060390010004,360,60.3,70.4,2442.9,183,80.0,17.0,54.0,8.0,9.0,,,,,,,,,,,,,,181.0,,,,,,21,,,,,,,,,,,,,,,,,,,8.0,,,5.0,5.0,,,7.0,,,,,,,,,18.0,,,10.0,
35060390010005,337,61.7,22.0,1392.3,151,59.0,13.0,48.0,10.0,9.0,,,,,,,,,6.0,,,,,151.0,,,,,,26,,,,,,,5.0,,,,,,,,,,,,,13.0,,,,,30.0,23.0,,,,19.0,,,,14.0,,21.0,,,
35060390010006,393,61.3,66.4,2020.0,209,77.0,28.0,69.0,9.0,13.0,,,,,,,,,,,,,,208.0,,,,,,37,,,,9.0,,,9.0,,11.0,,,,,,,,,,,,,,10.0,,,10.0,,19.0,,,,,,,,,,,
35060390010007,406,62.2,54.0,1909.1,185,86.0,23.0,47.0,10.0,,,,,,,,,,,,,,,184.0,,,,,,84,,,5.0,45.0,,,13.0,12.0,,,,,,,,,,,,,,48.0,83.0,,,24.0,13.0,,,,,,10.0,,,18.0,,,
35060400010001,618,63.4,254.6,1866.7,144,69.0,11.0,31.0,16.0,7.0,,,,,,,,,,,,,,143.0,,,,10.0,,32,,,,,,,8.0,,,,,,,,,,5.0,,,,,5.0,,,,28.0,,,,,,15.0,,,,278.0,17.0,,
35060400010002,505,57.5,157.1,872.0,221,85.0,14.0,54.0,20.0,16.0,,,,5.0,,,6.0,,,,,,,218.0,,,,8.0,,76,,,8.0,,,12.0,22.0,,5.0,,,,,,,,,,5.0,7.0,,55.0,,,127.0,61.0,,19.0,,5.0,,22.0,44.0,,22.0,5.0,,19.0,
35060400020001,336,58.6,66.5,1028.6,149,75.0,14.0,24.0,8.0,6.0,,,,,,,,,,,,,,149.0,,,,13.0,,61,,,10.0,20.0,,6.0,12.0,,,,,,,,,,,,,,,41.0,24.0,,15.0,39.0,147.0,,,,,,21.0,,,,,,
35060400030001,456,56.8,72.4,740.0,176,99.0,9.0,30.0,15.0,6.0,,,,,,,,7.0,,,,,,175.0,,,,20.0,,97,,,23.0,30.0,,9.0,23.0,,,,,,,,,,,,,,,318.0,36.0,23.0,115.0,102.0,8.0,,,,,,,,,,6.0,5.0,
35060400040001,443,50.6,152.5,315.4,168,39.0,7.0,23.0,23.0,24.0,,,5.0,,8.0,,,,7.0,,16.0,,8.0,124.0,,35.0,,10.0,,56,,,6.0,,,7.0,10.0,10.0,8.0,,,,,,,,,,,6.0,,69.0,,,13.0,36.0,24.0,24.0,,,,,6.0,,12.0,,,,
35060400040002,537,52.2,564.6,425.6,211,71.0,20.0,50.0,14.0,9.0,,,16.0,6.0,,,14.0,,,,,,25.0,183.0,,,,14.0,,103,,,8.0,,,6.0,36.0,,30.0,,,,,,,,,,8.0,9.0,,181.0,,,17.0,67.0,,62.0,,9.0,,,9.0,,,10.0,,8.0,
35060400040003,471,46.5,844.2,192.9,192,16.0,,121.0,,21.0,,,,,,,22.0,,,,,,,42.0,126.0,22.0,,14.0,,77,,,8.0,,,7.0,16.0,,17.0,,,8.0,,,,,,,6.0,,,24.0,,,7.0,19.0,,30.0,13.0,,8.0,,,7.0,49.0,18.0,,6.0,
35060400040004,532,55.9,87.9,936.4,219,69.0,12.0,54.0,13.0,16.0,6.0,,,6.0,8.0,,6.0,7.0,9.0,,,,,216.0,,,,12.0,,59,,,7.0,,,6.0,16.0,,9.0,,,,,,,,,,6.0,,,20.0,,,26.0,44.0,,23.0,,,,,,,,11.0,9.0,9.0,
35060400040005,425,52.2,33.7,366.7,178,27.0,7.0,29.0,20.0,31.0,7.0,5.0,8.0,,7.0,6.0,12.0,,,,6.0,,,174.0,,,,11.0,,49,,,,5.0,,7.0,17.0,,5.0,,,,,,,,,,6.0,,,5.0,5.0,,40.0,40.0,,12.0,,,,,8.0,,,,,10.0,
35060400040006,417,51.3,173.7,344.1,143,46.0,11.0,28.0,10.0,9.0,,,,17.0,,,5.0,,,,,,,130.0,,10.0,,13.0,,60,,,5.0,25.0,,,,,9.0,,,,,,,,,,7.0,,,8.0,34.0,,,,,13.0,,,,,,24.0,,28.0,8.0,18.0,
35060410010001,707,59.2,106.4,982.9,320,149.0,33.0,81.0,27.0,8.0,,,,,,,,,,,,,,320.0,,,,17.0,,71,,,7.0,14.0,,6.0,13.0,,6.0,,,,,,,,5.0,,8.0,,,37.0,14.0,20.0,15.0,33.0,,10.0,,8.0,,,,23.0,42.0,30.0,,9.0,
35060410020001,559,59.8,89.3,1003.7,269,143.0,18.0,64.0,19.0,8.0,,,,,,,,,,,,,,269.0,,,,6.0,,39,,,,22.0,,,8.0,,,,,,,,,,,,,,,,22.0,,,11.0,,,,,,,,,,,,,
35060410030001,727,59.5,67.1,1059.4,367,150.0,39.0,107.0,20.0,20.0,5.0,6.0,,,,,5.0,,,,,,,367.0,,,,13.0,,270,,,8.0,235.0,,,5.0,,,,,,,,,,,,6.0,26.0,,40.0,235.0,,5.0,7.0,5.0,,,,,,,,17.0,,,6.0,
35060420010001,599,60.1,81.2,1394.7,284,97.0,33.0,108.0,13.0,9.0,,,,,,6.0,,,,,,,,283.0,,,,17.0,,130,,,26.0,64.0,,,23.0,,,,,,,,,,,,5.0,,,296.0,64.0,6.0,38.0,131.0,,,,,,,,,,7.0,,5.0,
35060420010002,400,56.9,216.5,771.4,171,62.0,24.0,56.0,12.0,7.0,,,,,,,,,,,,,,170.0,,,,13.0,,80,,,18.0,16.0,,5.0,18.0,,7.0,,,,,,,,,,6.0,,,105.0,16.0,,55.0,25.0,,14.0,,6.0,,,,15.0,19.0,,,7.0,
35060420020001,743,60.6,83.1,1404.0,321,92.0,27.0,102.0,25.0,28.0,6.0,,,7.0,,5.0,,9.0,,,,,5.0,315.0,,,,21.0,,160,,,23.0,92.0,,,18.0,,,,,,,,,,,,6.0,,,251.0,92.0,6.0,7.0,63.0,6.0,,,,,,,,18.0,41.0,30.0,7.0,
35060430010001,471,59.6,121.7,1211.1,216,139.0,6.0,34.0,9.0,8.0,,,,,,,,5.0,,,6.0,,,215.0,,,,13.0,,73,,,8.0,28.0,,,16.0,,,,,,,,,,,,7.0,23.0,,35.0,28.0,,,27.0,15.0,,,,,,,,11.0,11.0,,8.0,
35060430020001,399,62.1,32.3,1809.1,190,70.0,27.0,47.0,18.0,16.0,,,,,,,,,,,,,,190.0,,,,19.0,,84,,,13.0,27.0,,,16.0,,,,,5.0,,,,,,,8.0,,,687.0,27.0,,,39.0,29.0,10.0,,,6.0,,109.0,,,159.0,,23.0,
35060430020002,419,56.2,360.2,804.8,176,58.0,37.0,42.0,27.0,,,,,,,,,,,,,,,162.0,,,14.0,13.0,,112,,,7.0,28.0,,12.0,15.0,,14.0,,,,,,,7.0,9.0,,10.0,,,27.0,28.0,,53.0,32.0,,44.0,,6.0,,,,15.0,62.0,108.0,,12.0,
35060430020003,539,58.0,20.8,908.3,225,81.0,13.0,66.0,11.0,19.0,,,,7.0,6.0,,,,,,,,,222.0,,,,34.0,,80,,,,7.0,,,18.0,,32.0,,,,,,,,,,9.0,,,,7.0,,,27.0,,58.0,,,,,,,18.0,,19.0,28.0,
35060430020004,505,57.4,39.8,940.9,229,77.0,18.0,66.0,22.0,12.0,,,,,6.0,8.0,,5.0,,,,,,229.0,,,,11.0,,66,,,,40.0,,,13.0,,,,,,,,,,,,5.0,,,11.0,40.0,,,22.0,,,,,,,,,,,,8.0,
35060430020005,422,55.5,95.2,815.8,167,61.0,19.0,35.0,11.0,9.0,,,,,,,,17.0,,,,,,153.0,,12.0,,22.0,,94,,,11.0,37.0,,,24.0,,9.0,,,,,,,,,,6.0,,,104.0,37.0,,,40.0,,17.0,,,,,,,,,,10.0,
35060430020006,437,47.9,2085.4,260.0,175,43.0,,91.0,10.0,,,,,,,17.0,,,,,,,,85.0,74.0,16.0,,,,21,,,,,,,8.0,,,,,,,,,,,,,,,,,,,32.0,,5.0,,,,,,28.0,,,,,
35060430020007,489,56.4,238.2,512.2,224,99.0,19.0,47.0,16.0,10.0,,,,,,,,17.0,,,,,,192.0,15.0,,17.0,9.0,,153,,,15.0,14.0,,7.0,53.0,,25.0,,,6.0,,,,,7.0,,14.0,,,29.0,14.0,,9.0,93.0,,61.0,,12.0,7.0,,,8.0,,33.0,8.0,19.0,
35060430020008,507,56.5,125.5,568.6,230,111.0,7.0,32.0,18.0,25.0,,,,5.0,5.0,,,8.0,,,,,,227.0,,,,8.0,,71,,,,,,,16.0,,33.0,,,,,,,,,,5.0,,,,,,,21.0,,84.0,,,,,,,14.0,23.0,5.0,10.0,
35060440010001,533,57.4,61.3,761.3,244,82.0,26.0,77.0,32.0,14.0,,,,,,,,,,,,,,242.0,,,,5.0,,34,5.0,,,7.0,,,,5.0,,,,,,,,,,,,35.0,,10.0,7.0,,,17.0,6.0,6.0,,17.0,,,,12.0,,,,,
35060440010002,310,58.7,68.0,966.7,144,54.0,23.0,32.0,17.0,8.0,,,,,,,,,,,,,,143.0,,,,5.0,,25,,,,,,,10.0,,,,,,,,,,,,,,,6.0,,,,13.0,,6.0,,,,,,,19.0,,,,
35060440010003,370,58.1,19.8,905.6,180,70.0,15.0,63.0,12.0,6.0,,,,,,,,,,,,,,180.0,,,,,,18,,,,5.0,,,7.0,,,,,,,,,,,,,9.0,,,5.0,,,20.0,,,,,,,,,,,,,
35060440010004,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35060510010001,362,51.6,3592.9,472.0,139,43.0,66.0,21.0,,,,,,,,,,,,,,,,99.0,,33.0,7.0,6.0,,89,,,6.0,,,,34.0,,6.0,,,6.0,,6.0,,,5.0,8.0,11.0,,,8.0,,,,57.0,,12.0,,15.0,6.0,,14.0,,9.0,53.0,21.0,13.0,
35060510020001,362,44.9,1259.0,173.7,126,10.0,,88.0,,,,,,,,,,18.0,,,,,,23.0,101.0,,,6.0,,50,,,,,,11.0,8.0,,14.0,,,,,,,,,,,,,,,,49.0,29.0,,43.0,,,,6.0,151.0,,,16.0,,6.0,
35060510020301,691,34.8,42927.8,26.2,243,,,,,,,,,,,,243.0,,,,,,,,243.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35060510020302,518,33.0,25822.3,24.8,201,,,,,,,,,,,,201.0,,,,,,,,201.0,,,,,20,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,10.0,9.0,,,,,26.0,,16.0,,,7.0,,,
35060510030001,412,48.1,4465.4,294.3,181,30.0,5.0,102.0,25.0,17.0,,,,,,,,,,,,,24.0,41.0,115.0,,,,,48,,,,,,,14.0,,7.0,,,,6.0,,,,,,5.0,,,5.0,,,9.0,26.0,,16.0,,6.0,,74.0,5.0,1096.0,,,,9.0,
35060510040001,588,51.0,1112.0,382.2,245,20.0,18.0,195.0,,,,,,,,,,,,,,,,62.0,155.0,23.0,5.0,10.0,,111,,,6.0,,,19.0,37.0,,13.0,,,,7.0,,,,6.0,,11.0,,,64.0,,,85.0,76.0,,33.0,,,5.0,38.0,,6.0,,276.0,5.0,22.0,
35060510040101,519,38.3,38634.6,64.3,176,,,,,176.0,,,,,,,,,,,,,,,176.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35060510040102,475,38.2,36152.6,57.1,151,,,,,151.0,,,,,,,,,,,,,,,151.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,9.0,,,,,,,,
35060510050001,868,71.8,257.5,3975.0,249,23.0,7.0,11.0,101.0,68.0,,,8.0,12.0,,,,,,,,,,81.0,98.0,67.0,,24.0,,131,,,46.0,8.0,,7.0,28.0,6.0,13.0,,,5.0,,,,,,,6.0,,,485.0,17.0,,27.0,44.0,9.0,33.0,,,5.0,,27.0,,,315.0,39.0,34.0,
35060510060001,727,53.0,132.3,708.6,306,101.0,40.0,115.0,14.0,7.0,,,6.0,,,,7.0,,,,,,,240.0,57.0,,9.0,34.0,,297,,,32.0,107.0,5.0,25.0,50.0,11.0,27.0,,,,,,,7.0,,,14.0,,,160.0,109.0,7.0,88.0,109.0,26.0,50.0,19.0,,,8.0,5.0,7.0,184.0,152.0,,46.0,
35060510070001,410,41.0,3230.6,101.6,121,,,26.0,33.0,6.0,,5.0,24.0,7.0,,,,,,,,,21.0,95.0,,,5.0,5.0,,128,,,10.0,,,16.0,25.0,,28.0,,,6.0,,8.0,,,5.0,,17.0,,,103.0,,,32.0,32.0,,74.0,86.0,6.0,6.0,,89.0,,,58.0,,25.0,
35060510070002,394,40.5,8411.9,75.6,92,,,16.0,30.0,7.0,,7.0,,6.0,6.0,6.0,,5.0,,,,,,86.0,,,6.0,,,89,,,,,,10.0,17.0,,39.0,,,,,,,,,,13.0,,,,,,16.0,28.0,,65.0,,,,23.0,,,,,,16.0,
35060510070003,393,42.1,8171.8,119.2,112,14.0,,36.0,14.0,,,8.0,14.0,,5.0,,,,,,,,20.0,84.0,,,8.0,,,64,,,,,,8.0,13.0,,16.0,,,,,,,,5.0,,7.0,,,9.0,,,17.0,22.0,5.0,39.0,,,,11.0,,,5.0,50.0,,16.0,
35060510070004,438,40.8,4061.7,143.6,90,,23.0,10.0,18.0,7.0,5.0,9.0,,,7.0,,,,,,,,,64.0,,22.0,,6.0,,173,,,,,,,87.0,5.0,23.0,,12.0,,,,,6.0,12.0,,12.0,,,,,,,111.0,11.0,44.0,,106.0,,,,,76.0,56.0,7.0,19.0,
35060510070005,498,40.9,7029.6,93.8,131,,58.0,15.0,14.0,9.0,,7.0,5.0,,5.0,,,,,,,,,69.0,58.0,,,,,65,,,,,,13.0,15.0,,20.0,,,,,,,,,,5.0,,,,,,44.0,24.0,,35.0,,,,,,93.0,,19.0,27.0,5.0,
35060510080001,502,52.6,3503.7,482.4,197,63.0,75.0,13.0,5.0,,,,,15.0,,23.0,,,,,,,,85.0,38.0,42.0,32.0,35.0,,410,,,17.0,,,10.0,215.0,,64.0,,,,,7.0,,13.0,22.0,6.0,45.0,,,32.0,,,56.0,330.0,,128.0,,26.0,,6.0,15.0,,27.0,263.0,10.0,54.0,
35060510080002,597,52.3,4659.7,410.2,209,104.0,67.0,15.0,6.0,,,,,,,,,7.0,,,,,11.0,177.0,,14.0,7.0,14.0,,201,,,17.0,,,,88.0,,23.0,,,6.0,7.0,5.0,,,20.0,,20.0,,,30.0,,,8.0,129.0,,41.0,,40.0,11.0,10.0,9.0,,,157.0,,22.0,
35060510080003,493,59.3,3223.7,643.2,158,79.0,54.0,15.0,,,,,,,,,,,,,,,,139.0,,12.0,7.0,5.0,,128,,,6.0,8.0,,,42.0,,9.0,,11.0,5.0,,5.0,,16.0,5.0,,10.0,,,11.0,8.0,,6.0,81.0,,13.0,,68.0,6.0,5.0,47.0,,188.0,125.0,6.0,26.0,
35060510080101,349,48.5,50890.0,268.4,143,,,143.0,,,,,,,,,,,,,,,,,143.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35060510090001,610,47.7,3311.6,293.0,215,92.0,72.0,12.0,9.0,,,,,19.0,,,,,,,,,34.0,152.0,,10.0,19.0,21.0,,250,,,12.0,5.0,,16.0,92.0,,58.0,,,,,5.0,,7.0,11.0,,31.0,,,15.0,5.0,,46.0,131.0,,120.0,,11.0,,19.0,11.0,,24.0,51.0,,36.0,
35060510090002,630,52.2,4630.4,417.3,220,84.0,118.0,10.0,,,,,,,,,,,,,,,,127.0,,72.0,21.0,23.0,,199,,,13.0,,,15.0,45.0,,39.0,,5.0,,8.0,6.0,,18.0,11.0,,26.0,6.0,,30.0,,,49.0,114.0,,78.0,28.0,32.0,,23.0,17.0,10.0,49.0,115.0,28.0,38.0,
35060520010001,434,52.3,4067.0,457.6,176,57.0,78.0,18.0,19.0,,,,,,,,,,,,,,,102.0,71.0,,,6.0,,48,,,5.0,,,7.0,15.0,,5.0,,,,,,,,,,10.0,,,6.0,,,16.0,19.0,,10.0,,,,,6.0,,,,,14.0,
35060520010002,436,50.6,2320.4,308.7,154,69.0,44.0,18.0,9.0,,,,,,,,,,,,,,,143.0,,,11.0,14.0,,95,,,5.0,,,12.0,31.0,,9.0,,,,,5.0,,,,,13.0,,,8.0,,,59.0,43.0,10.0,17.0,,9.0,5.0,11.0,11.0,23.0,17.0,52.0,,37.0,
35060520010003,524,48.9,14728.1,335.7,237,10.0,109.0,118.0,,,,,,,,,,,,,,,6.0,20.0,113.0,97.0,,,,21,,,,,,5.0,7.0,,,,,,,,,,,,,,,,,,9.0,9.0,,,,,,,,,,,,5.0,
35060520010004,409,63.6,5040.9,1425.0,105,46.0,29.0,7.0,18.0,,,,,,,,,,,,,,,69.0,,32.0,,8.0,,60,,,,,,7.0,13.0,,,,,,,6.0,,,,,11.0,90.0,,17.0,,,34.0,16.0,,5.0,7.0,11.0,,,13.0,24.0,,120.0,,21.0,
35060520010101,0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35060520010301,352,50.3,37761.3,303.0,152,,,152.0,,,,,,,,,,,,,,,,,152.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35060520020001,397,40.7,897.4,650.0,103,52.0,13.0,18.0,8.0,7.0,,,,,,,,,,,,,,101.0,,,,,,36,,,7.0,,,7.0,7.0,,,,,,,,,,,,7.0,,,10.0,,,18.0,11.0,,,,,,,,,128.0,9.0,,9.0,
35060520020101,337,39.1,41683.1,71.6,115,,,,115.0,,,,,,,,,,,,,,,,115.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,
35060520030001,613,42.0,4192.1,111.9,222,54.0,16.0,83.0,,,,,,49.0,,,,,,,,,,96.0,121.0,,5.0,5.0,,88,,,,,,5.0,25.0,,18.0,,,,,,,11.0,,,13.0,,,,,,12.0,38.0,5.0,31.0,,,,12.0,,,72.0,27.0,,16.0,
35060520030002,450,50.9,3063.8,386.1,159,69.0,26.0,38.0,5.0,12.0,,,,,,,,,,,,,15.0,137.0,,,7.0,5.0,,82,,,,,,,29.0,,5.0,,,,6.0,,,8.0,9.0,,10.0,,,5.0,,5.0,9.0,50.0,,9.0,,,,14.0,,133.0,46.0,91.0,,15.0,
35060520030003,443,39.2,5064.3,59.6,156,9.0,,132.0,,,,,,,,,,,,,,,,21.0,107.0,22.0,6.0,9.0,,85,,,,,,,14.0,,24.0,,,,,,,10.0,,,15.0,138.0,,,53.0,,5.0,52.0,,58.0,,14.0,,13.0,,26.0,24.0,96.0,,20.0,
35060520030004,445,38.9,4191.6,132.6,101,13.0,,25.0,9.0,21.0,5.0,5.0,6.0,,,,6.0,,,,,,9.0,79.0,,,13.0,16.0,,159,,,5.0,,,10.0,24.0,,65.0,,,,,,,14.0,7.0,8.0,16.0,,,6.0,,,44.0,37.0,,150.0,,28.0,,,,,79.0,55.0,11.0,20.0,
35060520030101,583,40.5,90027.4,82.3,245,,,,245.0,,,,,,,,,,,,,,,,245.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35060520030102,566,36.4,83661.5,43.6,219,,,,219.0,,,,,,,,,,,,,,,,219.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35060520030103,367,36.4,105398.6,34.1,144,,,,144.0,,,,,,,,,,,,,,,,144.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35060520030104,539,40.1,55815.5,84.4,240,,,,240.0,,,,,,,,,,,,,,,,240.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,
35060520030105,468,37.5,53380.7,49.5,181,,,,181.0,,,,,,,,,,,,,,,,181.0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35060520030201,448,44.2,36531.7,142.5,200,,,200.0,,,,,,,,,,,,,,,,,200.0,,,,,24,,,,,,,,,8.0,,,,,,,,,,,,,,,,10.0,,,14.0,,,,,,,5.0,,,5.0,
35060520030202,506,41.8,78653.2,100.0,209,,,209.0,,,,,,,,,,,,,,,,,209.0,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,9.0,,,,,7.0,,5.0,
35060520030401,506,49.8,19931.3,273.9,295,,,295.0,,,,,,,,,,,,,,,,,295.0,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,
35060520030501,360,46.7,38959.5,206.7,149,,,149.0,,,,,,,,,,,,,,,,,149.0,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35060520030801,384,39.7,63567.3,74.2,138,,,,138.0,,,,,,,,,,,,,,,,138.0,,,,,19,,,,,,,6.0,,,,,,,,,,,,,,,,,,,10.0,,,,,5.0,,,,,12.0,,,
35060520030802,363,43.1,45264.2,120.0,122,,,,122.0,,,,,,,,,,,,,,,,122.0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35060520030901,481,30.7,45449.2,18.3,153,,,,,,,,,,153.0,,,,,,,,,,153.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
35060520040001,779,58.2,93.7,1123.3,386,146.0,47.0,119.0,29.0,11.0,,,,,,,,,6.0,,,,,381.0,,,5.0,12.0,,160,,,8.0,82.0,,34.0,14.0,,,,,,,,,,,,8.0,11.0,,26.0,84.0,,45.0,36.0,,,,,,7.0,,,,,,17.0,
35060520050001,314,56.8,253.7,1141.7,145,76.0,17.0,34.0,6.0,,,,,,,,,,,,,,,144.0,,,,,,54,,,,10.0,,5.0,14.0,7.0,,,,,,,,,,,9.0,,,,10.0,,25.0,20.0,45.0,,,,,,,,,,,14.0,
35060520060001,782,58.9,65.5,1229.6,382,124.0,47.0,152.0,26.0,14.0,,,,,,,,,,,,,,376.0,,,6.0,24.0,,394,,,53.0,56.0,,20.0,25.0,212.0,5.0,,,,,,,,,,7.0,16.0,,863.0,57.0,12.0,65.0,57.0,333.0,14.0,,,,,,,14.0,10.0,,13.0,
35060540010001,650,36.0,2355.9,36.9,208,5.0,,,,,,,,167.0,28.0,,,,,,,,,10.0,,195.0,,6.0,,63,,,,,,5.0,13.0,,13.0,,,,,,,8.0,,,9.0,,,18.0,,,8.0,22.0,,29.0,,37.0,9.0,,,,118.0,6.0,6.0,24.0,
35060540020001,59,46.3,1519.3,150.0,28,,28.0,,,,,,,,,,,,,,,,,,,28.0,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,
35060540020101,574,42.6,40156.0,114.3,269,,,269.0,,,,,,,,,,,,,,,,,269.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
